primary,oxydb_mac_2020,genbank,genbank.1,number,mds_ies_db_2015
Contig85.0,Contig85.0,AMCR02000299,AMCR02000299.1,85.0,OXYTRI_MAC_85
Contig85.1,Contig85.1,AMCR02000300,AMCR02000300.1,85.1,OXYTRI_MAC_26322
Contig85.1i1,Contig85.1i1,AMCR02000301,AMCR02000301.1,85.1i1,
Contig85.1i1v2,Contig85.1i1v2,AMCR02000302,AMCR02000302.1,85.1i1v2,
Contig85.1i1v3,Contig85.1i1v3,AMCR02000303,AMCR02000303.1,85.1i1v3,
Contig85.1i2,Contig85.1i2,AMCR02000304,AMCR02000304.1,85.1i2,
Contig87.0,Contig87.0,AMCR02000305,AMCR02000305.1,87.0,OXYTRI_MAC_87
Contig87.1,Contig87.1,AMCR02000306,AMCR02000306.1,87.1,OXYTRI_MAC_26332
Contig87.1v1,Contig87.1v1,AMCR02000307,AMCR02000307.1,87.1v1,
Contig88.0,Contig88.0,AMCR02000308,AMCR02000308.1,88.0,OXYTRI_MAC_88
Contig88.1,Contig88.1,AMCR02000309,AMCR02000309.1,88.1,OXYTRI_MAC_26341
Contig88.1v1,Contig88.1v1,AMCR02000310,AMCR02000310.1,88.1v1,
Contig89.1,Contig89.1,AMCR02000311,AMCR02000311.1,89.1,
Contig89.1i1,Contig89.1i1,AMCR02000312,AMCR02000312.1,89.1i1,
Contig89.1i2,Contig89.1i2,AMCR02000313,AMCR02000313.1,89.1i2,
Contig90.1,Contig90.1,AMCR02000314,AMCR02000314.1,90.1,OXYTRI_MAC_90
Contig90.1i1,Contig90.1i1,AMCR02000315,AMCR02000315.1,90.1i1,
Contig91.0,Contig91.0,AMCR02000316,AMCR02000316.1,91.0,OXYTRI_MAC_91
Contig92.0.1,Contig92.0.1,AMCR02000317,AMCR02000317.1,92.0.1,OXYTRI_MAC_92
Contig92.0.1v1,Contig92.0.1v1,AMCR02000318,AMCR02000318.1,92.0.1v1,
Contig92.1,Contig92.1,AMCR02000319,AMCR02000319.1,92.1,OXYTRI_MAC_26367
Contig93.0,Contig93.0,AMCR02000320,AMCR02000320.1,93.0,OXYTRI_MAC_93
Contig93.0i1,Contig93.0i1,AMCR02000321,AMCR02000321.1,93.0i1,
Contig93.0i1v1,Contig93.0i1v1,AMCR02000322,AMCR02000322.1,93.0i1v1,
Contig93.1,Contig93.1,AMCR02000323,AMCR02000323.1,93.1,OXYTRI_MAC_26377
Contig93.1v1,Contig93.1v1,AMCR02000324,AMCR02000324.1,93.1v1,
Contig93.1i1,Contig93.1i1,AMCR02000325,AMCR02000325.1,93.1i1,
Contig94.0,Contig94.0,AMCR02000326,AMCR02000326.1,94.0,OXYTRI_MAC_94
Contig94.1,Contig94.1,AMCR02000327,AMCR02000327.1,94.1,OXYTRI_MAC_26386
Contig94.1v1,Contig94.1v1,AMCR02000328,AMCR02000328.1,94.1v1,
Contig94.1v2,Contig94.1v2,AMCR02000329,AMCR02000329.1,94.1v2,
Contig96.0,Contig96.0,AMCR02000330,AMCR02000330.1,96.0,OXYTRI_MAC_96
Contig96.0i1,Contig96.0i1,AMCR02000331,AMCR02000331.1,96.0i1,
Contig96.1i1,Contig96.1i1,AMCR02000332,AMCR02000332.1,96.1i1,
Contig96.1i1v1,Contig96.1i1v1,AMCR02000333,AMCR02000333.1,96.1i1v1,
Contig97.0,Contig97.0,AMCR02000334,AMCR02000334.1,97.0,OXYTRI_MAC_97
Contig97.0i1,Contig97.0i1,AMCR02000335,AMCR02000335.1,97.0i1,
Contig97.1,Contig97.1,AMCR02000336,AMCR02000336.1,97.1,OXYTRI_MAC_26416
Contig97.1v1,Contig97.1v1,AMCR02000337,AMCR02000337.1,97.1v1,
Contig98.0.0,Contig98.0.0,AMCR02000338,AMCR02000338.1,98.0.0,OXYTRI_MAC_98
Contig98.0.0v1,Contig98.0.0v1,AMCR02000339,AMCR02000339.1,98.0.0v1,
Contig98.0.0i1,Contig98.0.0i1,AMCR02000340,AMCR02000340.1,98.0.0i1,
Contig98.0.0i1v1,Contig98.0.0i1v1,AMCR02000341,AMCR02000341.1,98.0.0i1v1,
Contig98.0.1,Contig98.0.1,AMCR02000342,AMCR02000342.1,98.0.1,OXYTRI_MAC_26494
Contig98.1,Contig98.1,AMCR02000343,AMCR02000343.1,98.1,OXYTRI_MAC_26426
Contig99.0,Contig99.0,AMCR02000344,AMCR02000344.1,99.0,OXYTRI_MAC_99
Contig99.0v1,Contig99.0v1,AMCR02000345,AMCR02000345.1,99.0v1,
Contig99.0i1,Contig99.0i1,AMCR02000346,AMCR02000346.1,99.0i1,
Contig99.1,Contig99.1,AMCR02000347,AMCR02000347.1,99.1,OXYTRI_MAC_26432
Contig99.1i1,Contig99.1i1,AMCR02000348,AMCR02000348.1,99.1i1,
Contig100.0,Contig100.0,AMCR02000349,AMCR02000349.1,100.0,OXYTRI_MAC_100
Contig101.0,Contig101.0,AMCR02000350,AMCR02000350.1,101.0,OXYTRI_MAC_101
Contig101.0v1,Contig101.0v1,AMCR02000351,AMCR02000351.1,101.0v1,
Contig101.0i1,Contig101.0i1,AMCR02000352,AMCR02000352.1,101.0i1,
Contig101.1,Contig101.1,AMCR02000353,AMCR02000353.1,101.1,OXYTRI_MAC_24248
Contig101.1i1,Contig101.1i1,AMCR02000354,AMCR02000354.1,101.1i1,
Contig102.0,Contig102.0,AMCR02000355,AMCR02000355.1,102.0,OXYTRI_MAC_102
Contig102.0v1,Contig102.0v1,AMCR02000356,AMCR02000356.1,102.0v1,
Contig102.1,Contig102.1,AMCR02000357,AMCR02000357.1,102.1,OXYTRI_MAC_24254
Contig102.1v1,Contig102.1v1,AMCR02000358,AMCR02000358.1,102.1v1,
Contig103.0,Contig103.0,AMCR02000359,AMCR02000359.1,103.0,OXYTRI_MAC_103
Contig103.0i1,Contig103.0i1,AMCR02000360,AMCR02000360.1,103.0i1,
Contig103.0i1v1,Contig103.0i1v1,AMCR02000361,AMCR02000361.1,103.0i1v1,
Contig103.1,Contig103.1,AMCR02000362,AMCR02000362.1,103.1,OXYTRI_MAC_24259
Contig103.1i1,Contig103.1i1,AMCR02000363,AMCR02000363.1,103.1i1,
Contig104.0,Contig104.0,AMCR02000364,AMCR02000364.1,104.0,OXYTRI_MAC_104
Contig104.1,Contig104.1,AMCR02000365,AMCR02000365.1,104.1,OXYTRI_MAC_24266
Contig104.1i1,Contig104.1i1,AMCR02000366,AMCR02000366.1,104.1i1,
Contig105.0,Contig105.0,AMCR02000367,AMCR02000367.1,105.0,OXYTRI_MAC_105
Contig105.0i1,Contig105.0i1,AMCR02000368,AMCR02000368.1,105.0i1,
Contig105.1,Contig105.1,AMCR02000369,AMCR02000369.1,105.1,OXYTRI_MAC_24275
Contig105.1v1,Contig105.1v1,AMCR02000370,AMCR02000370.1,105.1v1,
Contig105.1i1,Contig105.1i1,AMCR02000371,AMCR02000371.1,105.1i1,
Contig106.1,Contig106.1,AMCR02000372,AMCR02000372.1,106.1,OXYTRI_MAC_106
Contig106.1i1,Contig106.1i1,AMCR02000373,AMCR02000373.1,106.1i1,
Contig107.1,Contig107.1,AMCR02000374,AMCR02000374.1,107.1,OXYTRI_MAC_107
Contig107.1i1,Contig107.1i1,AMCR02000375,AMCR02000375.1,107.1i1,
Contig107.1i1v1,Contig107.1i1v1,AMCR02000376,AMCR02000376.1,107.1i1v1,
Contig107.1i2,Contig107.1i2,AMCR02000377,AMCR02000377.1,107.1i2,
Contig108.0,Contig108.0,AMCR02000378,AMCR02000378.1,108.0,OXYTRI_MAC_108
Contig108.1,Contig108.1,AMCR02000379,AMCR02000379.1,108.1,OXYTRI_MAC_24296
Contig108.1v1,Contig108.1v1,AMCR02000380,AMCR02000380.1,108.1v1,
Contig108.1i1,Contig108.1i1,AMCR02000381,AMCR02000381.1,108.1i1,
Contig109.1,Contig109.1,AMCR02000382,AMCR02000382.1,109.1,OXYTRI_MAC_24306
Contig109.1v1,Contig109.1v1,AMCR02000383,AMCR02000383.1,109.1v1,
Contig109.1i1,Contig109.1i1,AMCR02000384,AMCR02000384.1,109.1i1,
Contig109.1i2,Contig109.1i2,AMCR02000385,AMCR02000385.1,109.1i2,
Contig109.1i2v1,Contig109.1i2v1,AMCR02000386,AMCR02000386.1,109.1i2v1,
Contig110.0,Contig110.0,AMCR02000387,AMCR02000387.1,110.0,OXYTRI_MAC_110
Contig110.0v1,Contig110.0v1,AMCR02000388,AMCR02000388.1,110.0v1,
Contig110.1,Contig110.1,AMCR02000389,AMCR02000389.1,110.1,OXYTRI_MAC_24316
Contig111.0,Contig111.0,AMCR02000390,AMCR02000390.1,111.0,OXYTRI_MAC_111
Contig111.1,Contig111.1,AMCR02000391,AMCR02000391.1,111.1,OXYTRI_MAC_24324
Contig111.1i1,Contig111.1i1,AMCR02000392,AMCR02000392.1,111.1i1,
Contig112.0,Contig112.0,AMCR02000393,AMCR02000393.1,112.0,OXYTRI_MAC_112
Contig113.1,Contig113.1,AMCR02000394,AMCR02000394.1,113.1,OXYTRI_MAC_113
Contig113.1i1,Contig113.1i1,AMCR02000395,AMCR02000395.1,113.1i1,
Contig114.0,Contig114.0,AMCR02000396,AMCR02000396.1,114.0,OXYTRI_MAC_114
Contig114.1,Contig114.1,AMCR02000397,AMCR02000397.1,114.1,OXYTRI_MAC_24347
Contig114.1v1,Contig114.1v1,AMCR02000398,AMCR02000398.1,114.1v1,
Contig115.1,Contig115.1,AMCR02000399,AMCR02000399.1,115.1,OXYTRI_MAC_115
Contig116.0,Contig116.0,AMCR02000400,AMCR02000400.1,116.0,OXYTRI_MAC_116
Contig116.0v1,Contig116.0v1,AMCR02000401,AMCR02000401.1,116.0v1,
Contig116.1,Contig116.1,AMCR02000402,AMCR02000402.1,116.1,OXYTRI_MAC_24359
Contig116.1v1,Contig116.1v1,AMCR02000403,AMCR02000403.1,116.1v1,
Contig117.1,Contig117.1,AMCR02000404,AMCR02000404.1,117.1,OXYTRI_MAC_24368
Contig117.1i1,Contig117.1i1,AMCR02000405,AMCR02000405.1,117.1i1,
Contig118.1,Contig118.1,AMCR02000406,AMCR02000406.1,118.1,OXYTRI_MAC_24379
Contig118.1v1,Contig118.1v1,AMCR02000407,AMCR02000407.1,118.1v1,
Contig118.1v2,Contig118.1v2,AMCR02000408,AMCR02000408.1,118.1v2,
Contig119.1,Contig119.1,AMCR02000409,AMCR02000409.1,119.1,OXYTRI_MAC_24388
Contig120.0,Contig120.0,AMCR02000410,AMCR02000410.1,120.0,OXYTRI_MAC_120
Contig120.0v1,Contig120.0v1,AMCR02000411,AMCR02000411.1,120.0v1,
Contig120.1,Contig120.1,AMCR02000412,AMCR02000412.1,120.1,OXYTRI_MAC_24399
Contig120.1i1,Contig120.1i1,AMCR02000413,AMCR02000413.1,120.1i1,
Contig121.0,Contig121.0,AMCR02000414,AMCR02000414.1,121.0,OXYTRI_MAC_121
Contig121.1,Contig121.1,AMCR02000415,AMCR02000415.1,121.1,OXYTRI_MAC_24405
Contig121.1i1,Contig121.1i1,AMCR02000416,AMCR02000416.1,121.1i1,
Contig122.0,Contig122.0,AMCR02000417,AMCR02000417.1,122.0,OXYTRI_MAC_122
Contig122.0v1,Contig122.0v1,AMCR02000418,AMCR02000418.1,122.0v1,
Contig122.1,Contig122.1,AMCR02000419,AMCR02000419.1,122.1,OXYTRI_MAC_24413
Contig122.1i1,Contig122.1i1,AMCR02000420,AMCR02000420.1,122.1i1,
Contig122.1i2,Contig122.1i2,AMCR02000421,AMCR02000421.1,122.1i2,
Contig123.0,Contig123.0,AMCR02000422,AMCR02000422.1,123.0,OXYTRI_MAC_123
Contig124.0,Contig124.0,AMCR02000423,AMCR02000423.1,124.0,OXYTRI_MAC_124
Contig124.1,Contig124.1,AMCR02000424,AMCR02000424.1,124.1,OXYTRI_MAC_24428
Contig124.1i2,Contig124.1i2,AMCR02000425,AMCR02000425.1,124.1i2,
Contig124.1i1,Contig124.1i1,AMCR02000426,AMCR02000426.1,124.1i1,
Contig125.0.1,Contig125.0.1,AMCR02000427,AMCR02000427.1,125.0.1,OXYTRI_MAC_125
Contig125.1,Contig125.1,AMCR02000428,AMCR02000428.1,125.1,OXYTRI_MAC_24437
Contig125.1i1,Contig125.1i1,AMCR02000429,AMCR02000429.1,125.1i1,
Contig125.1i1v1,Contig125.1i1v1,AMCR02000430,AMCR02000430.1,125.1i1v1,
Contig126.0,Contig126.0,AMCR02000431,AMCR02000431.1,126.0,OXYTRI_MAC_126
Contig126.0v1,Contig126.0v1,AMCR02000432,AMCR02000432.1,126.0v1,
Contig126.1,Contig126.1,AMCR02000433,AMCR02000433.1,126.1,OXYTRI_MAC_24445
Contig126.1v1,Contig126.1v1,AMCR02000434,AMCR02000434.1,126.1v1,
Contig126.1i1,Contig126.1i1,AMCR02000435,AMCR02000435.1,126.1i1,
Contig126.1i2,Contig126.1i2,AMCR02000436,AMCR02000436.1,126.1i2,
Contig127.1,Contig127.1,AMCR02000437,AMCR02000437.1,127.1,OXYTRI_MAC_127
Contig128.0,Contig128.0,AMCR02000438,AMCR02000438.1,128.0,OXYTRI_MAC_128
Contig128.1,Contig128.1,AMCR02000439,AMCR02000439.1,128.1,OXYTRI_MAC_24464
Contig128.1i1,Contig128.1i1,AMCR02000440,AMCR02000440.1,128.1i1,
Contig128.1i1v1,Contig128.1i1v1,AMCR02000441,AMCR02000441.1,128.1i1v1,
Contig129.0,Contig129.0,AMCR02000442,AMCR02000442.1,129.0,OXYTRI_MAC_129
Contig129.0v1,Contig129.0v1,AMCR02000443,AMCR02000443.1,129.0v1,
Contig129.0v2,Contig129.0v2,AMCR02000444,AMCR02000444.1,129.0v2,
Contig129.0v3,Contig129.0v3,AMCR02000445,AMCR02000445.1,129.0v3,
Contig129.0v4,Contig129.0v4,AMCR02000446,AMCR02000446.1,129.0v4,
Contig129.0v5,Contig129.0v5,AMCR02000447,AMCR02000447.1,129.0v5,
Contig129.1,Contig129.1,AMCR02000448,AMCR02000448.1,129.1,OXYTRI_MAC_24473
Contig130.0,Contig130.0,AMCR02000449,AMCR02000449.1,130.0,OXYTRI_MAC_130
Contig130.1,Contig130.1,AMCR02000450,AMCR02000450.1,130.1,OXYTRI_MAC_24484
Contig131.0,Contig131.0,AMCR02000451,AMCR02000451.1,131.0,OXYTRI_MAC_131
Contig131.1,Contig131.1,AMCR02000452,AMCR02000452.1,131.1,OXYTRI_MAC_24495
Contig131.1v1,Contig131.1v1,AMCR02000453,AMCR02000453.1,131.1v1,
Contig132.0,Contig132.0,AMCR02000454,AMCR02000454.1,132.0,OXYTRI_MAC_132
Contig132.0i1,Contig132.0i1,AMCR02000455,AMCR02000455.1,132.0i1,
Contig132.1,Contig132.1,AMCR02000456,AMCR02000456.1,132.1,OXYTRI_MAC_24507
Contig133.0,Contig133.0,AMCR02000457,AMCR02000457.1,133.0,OXYTRI_MAC_133
Contig133.0i2,Contig133.0i2,AMCR02000458,AMCR02000458.1,133.0i2,
Contig133.0i3,Contig133.0i3,AMCR02000459,AMCR02000459.1,133.0i3,
Contig133.0i1,Contig133.0i1,AMCR02000460,AMCR02000460.1,133.0i1,
Contig134.0.0,Contig134.0.0,AMCR02000461,AMCR02000461.1,134.0.0,OXYTRI_MAC_134
Contig134.0.0i1,Contig134.0.0i1,AMCR02000462,AMCR02000462.1,134.0.0i1,
Contig134.1,Contig134.1,AMCR02000463,AMCR02000463.1,134.1,OXYTRI_MAC_24526
Contig134.1i1,Contig134.1i1,AMCR02000464,AMCR02000464.1,134.1i1,
Contig134.1i2,Contig134.1i2,AMCR02000465,AMCR02000465.1,134.1i2,
Contig135.1,Contig135.1,AMCR02000466,AMCR02000466.1,135.1,OXYTRI_MAC_135
Contig135.1v1,Contig135.1v1,AMCR02000467,AMCR02000467.1,135.1v1,
Contig136.0.0,Contig136.0.0,AMCR02000468,AMCR02000468.1,136.0.0,OXYTRI_MAC_136
Contig136.0.1,Contig136.0.1,AMCR02000469,AMCR02000469.1,136.0.1,OXYTRI_MAC_24540
Contig136.0.1v1,Contig136.0.1v1,AMCR02000470,AMCR02000470.1,136.0.1v1,
Contig136.1,Contig136.1,AMCR02000471,AMCR02000471.1,136.1,OXYTRI_MAC_24541
Contig137.0,Contig137.0,AMCR02000472,AMCR02000472.1,137.0,OXYTRI_MAC_137
Contig137.1,Contig137.1,AMCR02000473,AMCR02000473.1,137.1,OXYTRI_MAC_24550
Contig137.1i1v1,Contig137.1i1v1,AMCR02000474,AMCR02000474.1,137.1i1v1,
Contig137.1i1v2,Contig137.1i1v2,AMCR02000475,AMCR02000475.1,137.1i1v2,
Contig137.1i2,Contig137.1i2,AMCR02000476,AMCR02000476.1,137.1i2,
Contig137.1i1,Contig137.1i1,AMCR02000477,AMCR02000477.1,137.1i1,
Contig138.0,Contig138.0,AMCR02000478,AMCR02000478.1,138.0,OXYTRI_MAC_138
Contig138.0v1,Contig138.0v1,AMCR02000479,AMCR02000479.1,138.0v1,
Contig138.0v2,Contig138.0v2,AMCR02000480,AMCR02000480.1,138.0v2,
Contig138.1,Contig138.1,AMCR02000481,AMCR02000481.1,138.1,OXYTRI_MAC_24558
Contig138.1i1,Contig138.1i1,AMCR02000482,AMCR02000482.1,138.1i1,
Contig139.1,Contig139.1,AMCR02000483,AMCR02000483.1,139.1,OXYTRI_MAC_139
Contig139.1i1,Contig139.1i1,AMCR02000484,AMCR02000484.1,139.1i1,
Contig141.0,Contig141.0,AMCR02000485,AMCR02000485.1,141.0,OXYTRI_MAC_141
Contig141.0i1,Contig141.0i1,AMCR02000486,AMCR02000486.1,141.0i1,
Contig141.0i1v1,Contig141.0i1v1,AMCR02000487,AMCR02000487.1,141.0i1v1,
Contig141.0i1v2,Contig141.0i1v2,AMCR02000488,AMCR02000488.1,141.0i1v2,
Contig141.0i2,Contig141.0i2,AMCR02000489,AMCR02000489.1,141.0i2,
Contig141.0i3,Contig141.0i3,AMCR02000490,AMCR02000490.1,141.0i3,
Contig141.1,Contig141.1,AMCR02000491,AMCR02000491.1,141.1,OXYTRI_MAC_24573
Contig141.1v1,Contig141.1v1,AMCR02000492,AMCR02000492.1,141.1v1,
Contig141.1i1,Contig141.1i1,AMCR02000493,AMCR02000493.1,141.1i1,
Contig142.0,Contig142.0,AMCR02000494,AMCR02000494.1,142.0,OXYTRI_MAC_142
Contig142.0v1,Contig142.0v1,AMCR02000495,AMCR02000495.1,142.0v1,
Contig142.1,Contig142.1,AMCR02000496,AMCR02000496.1,142.1,OXYTRI_MAC_24579
Contig142.1i1,Contig142.1i1,AMCR02000497,AMCR02000497.1,142.1i1,
Contig143.0,Contig143.0,AMCR02000498,AMCR02000498.1,143.0,OXYTRI_MAC_143
Contig143.0i1,Contig143.0i1,AMCR02000499,AMCR02000499.1,143.0i1,
Contig143.0i1v1,Contig143.0i1v1,AMCR02000500,AMCR02000500.1,143.0i1v1,
Contig144.1,Contig144.1,AMCR02000501,AMCR02000501.1,144.1,OXYTRI_MAC_24598
Contig145.0,Contig145.0,AMCR02000502,AMCR02000502.1,145.0,OXYTRI_MAC_145
Contig145.0i1,Contig145.0i1,AMCR02000503,AMCR02000503.1,145.0i1,
Contig145.1,Contig145.1,AMCR02000504,AMCR02000504.1,145.1,
Contig146.0,Contig146.0,AMCR02000505,AMCR02000505.1,146.0,OXYTRI_MAC_146
Contig147.0,Contig147.0,AMCR02000506,AMCR02000506.1,147.0,OXYTRI_MAC_147
Contig147.0v1,Contig147.0v1,AMCR02000507,AMCR02000507.1,147.0v1,
Contig147.1,Contig147.1,AMCR02000508,AMCR02000508.1,147.1,OXYTRI_MAC_24626
Contig147.1v1,Contig147.1v1,AMCR02000509,AMCR02000509.1,147.1v1,
Contig147.1v2,Contig147.1v2,AMCR02000510,AMCR02000510.1,147.1v2,
Contig147.1v3,Contig147.1v3,AMCR02000511,AMCR02000511.1,147.1v3,
Contig147.1v4,Contig147.1v4,AMCR02000512,AMCR02000512.1,147.1v4,
Contig148.1,Contig148.1,AMCR02000513,AMCR02000513.1,148.1,OXYTRI_MAC_148
Contig148.1i1,Contig148.1i1,AMCR02000514,AMCR02000514.1,148.1i1,
Contig149.1,Contig149.1,AMCR02000515,AMCR02000515.1,149.1,OXYTRI_MAC_149
Contig149.1v1,Contig149.1v1,AMCR02000516,AMCR02000516.1,149.1v1,
Contig150.1,Contig150.1,AMCR02000517,AMCR02000517.1,150.1,OXYTRI_MAC_150
Contig150.1i1,Contig150.1i1,AMCR02000518,AMCR02000518.1,150.1i1,
Contig150.1i1v1,Contig150.1i1v1,AMCR02000519,AMCR02000519.1,150.1i1v1,
Contig151.0.0,Contig151.0.0,AMCR02000520,AMCR02000520.1,151.0.0,OXYTRI_MAC_151
Contig151.1,Contig151.1,AMCR02000521,AMCR02000521.1,151.1,OXYTRI_MAC_26538
Contig152.0,Contig152.0,AMCR02000522,AMCR02000522.1,152.0,OXYTRI_MAC_152
Contig152.0v1,Contig152.0v1,AMCR02000523,AMCR02000523.1,152.0v1,
Contig152.1,Contig152.1,AMCR02000524,AMCR02000524.1,152.1,
Contig152.1v1,Contig152.1v1,AMCR02000525,AMCR02000525.1,152.1v1,
Contig152.1i1,Contig152.1i1,AMCR02000526,AMCR02000526.1,152.1i1,
Contig152.1i1v1,Contig152.1i1v1,AMCR02000527,AMCR02000527.1,152.1i1v1,
Contig153.0,Contig153.0,AMCR02000528,AMCR02000528.1,153.0,OXYTRI_MAC_153
Contig154.0,Contig154.0,AMCR02000529,AMCR02000529.1,154.0,OXYTRI_MAC_154
Contig154.1,Contig154.1,AMCR02000530,AMCR02000530.1,154.1,OXYTRI_MAC_24649
Contig154.1v1,Contig154.1v1,AMCR02000531,AMCR02000531.1,154.1v1,
Contig155.1,Contig155.1,AMCR02000532,AMCR02000532.1,155.1,OXYTRI_MAC_24650
Contig155.1v1,Contig155.1v1,AMCR02000533,AMCR02000533.1,155.1v1,
Contig156.0,Contig156.0,AMCR02000534,AMCR02000534.1,156.0,OXYTRI_MAC_156
Contig157.0,Contig157.0,AMCR02000535,AMCR02000535.1,157.0,OXYTRI_MAC_157
Contig157.0v1,Contig157.0v1,AMCR02000536,AMCR02000536.1,157.0v1,
Contig157.0v2,Contig157.0v2,AMCR02000537,AMCR02000537.1,157.0v2,
Contig157.1,Contig157.1,AMCR02000538,AMCR02000538.1,157.1,OXYTRI_MAC_24653
Contig158.0.0,Contig158.0.0,AMCR02000539,AMCR02000539.1,158.0.0,OXYTRI_MAC_158
Contig159.0,Contig159.0,AMCR02000540,AMCR02000540.1,159.0,OXYTRI_MAC_159
Contig160.0,Contig160.0,AMCR02000541,AMCR02000541.1,160.0,OXYTRI_MAC_160
Contig160.1,Contig160.1,AMCR02000542,AMCR02000542.1,160.1,OXYTRI_MAC_24660
Contig161.0,Contig161.0,AMCR02000543,AMCR02000543.1,161.0,OXYTRI_MAC_161
Contig161.0v1,Contig161.0v1,AMCR02000544,AMCR02000544.1,161.0v1,
Contig161.1,Contig161.1,AMCR02000545,AMCR02000545.1,161.1,OXYTRI_MAC_24661
Contig161.1i1,Contig161.1i1,AMCR02000546,AMCR02000546.1,161.1i1,
Contig162.0,Contig162.0,AMCR02000547,AMCR02000547.1,162.0,OXYTRI_MAC_162
Contig162.0v1,Contig162.0v1,AMCR02000548,AMCR02000548.1,162.0v1,
Contig162.1,Contig162.1,AMCR02000549,AMCR02000549.1,162.1,OXYTRI_MAC_24662
Contig162.1i1,Contig162.1i1,AMCR02000550,AMCR02000550.1,162.1i1,
Contig162.1i1v1,Contig162.1i1v1,AMCR02000551,AMCR02000551.1,162.1i1v1,
Contig163.1,Contig163.1,AMCR02000552,AMCR02000552.1,163.1,OXYTRI_MAC_163
Contig163.1v1,Contig163.1v1,AMCR02000553,AMCR02000553.1,163.1v1,
Contig164.0,Contig164.0,AMCR02000554,AMCR02000554.1,164.0,OXYTRI_MAC_164
Contig164.0v2,Contig164.0v2,AMCR02000555,AMCR02000555.1,164.0v2,
Contig164.0v1,Contig164.0v1,AMCR02000556,AMCR02000556.1,164.0v1,
Contig164.1,Contig164.1,AMCR02000557,AMCR02000557.1,164.1,OXYTRI_MAC_24663
Contig164.1i1,Contig164.1i1,AMCR02000558,AMCR02000558.1,164.1i1,
Contig165.0,Contig165.0,AMCR02000559,AMCR02000559.1,165.0,OXYTRI_MAC_165
Contig165.1,Contig165.1,AMCR02000560,AMCR02000560.1,165.1,OXYTRI_MAC_24664
Contig165.1i1,Contig165.1i1,AMCR02000561,AMCR02000561.1,165.1i1,
Contig165.1v1,Contig165.1v1,AMCR02000562,AMCR02000562.1,165.1v1,
Contig166.0,Contig166.0,AMCR02000563,AMCR02000563.1,166.0,OXYTRI_MAC_166
Contig166.1,Contig166.1,AMCR02000564,AMCR02000564.1,166.1,OXYTRI_MAC_24665
Contig166.1v1,Contig166.1v1,AMCR02000565,AMCR02000565.1,166.1v1,
Contig167.0,Contig167.0,AMCR02000566,AMCR02000566.1,167.0,OXYTRI_MAC_167
Contig167.0i1,Contig167.0i1,AMCR02000567,AMCR02000567.1,167.0i1,
Contig167.0i1v1,Contig167.0i1v1,AMCR02000568,AMCR02000568.1,167.0i1v1,
Contig167.1,Contig167.1,AMCR02000569,AMCR02000569.1,167.1,OXYTRI_MAC_24666
Contig167.1v1,Contig167.1v1,AMCR02000570,AMCR02000570.1,167.1v1,
Contig168.0,Contig168.0,AMCR02000571,AMCR02000571.1,168.0,OXYTRI_MAC_168
Contig168.1,Contig168.1,AMCR02000572,AMCR02000572.1,168.1,OXYTRI_MAC_24668
Contig168.1i1,Contig168.1i1,AMCR02000573,AMCR02000573.1,168.1i1,
Contig168.1i1v1,Contig168.1i1v1,AMCR02000574,AMCR02000574.1,168.1i1v1,
Contig169.0,Contig169.0,AMCR02000575,AMCR02000575.1,169.0,OXYTRI_MAC_169
Contig169.0i1,Contig169.0i1,AMCR02000576,AMCR02000576.1,169.0i1,
Contig169.0i1v1,Contig169.0i1v1,AMCR02000577,AMCR02000577.1,169.0i1v1,
Contig170.0.0,Contig170.0.0,AMCR02000578,AMCR02000578.1,170.0.0,OXYTRI_MAC_170
Contig170.0.0v1,Contig170.0.0v1,AMCR02000579,AMCR02000579.1,170.0.0v1,
Contig170.0.0i1,Contig170.0.0i1,AMCR02000580,AMCR02000580.1,170.0.0i1,
Contig170.0.0i2,Contig170.0.0i2,AMCR02000581,AMCR02000581.1,170.0.0i2,
Contig171.0,Contig171.0,AMCR02000582,AMCR02000582.1,171.0,OXYTRI_MAC_171
Contig171.1,Contig171.1,AMCR02000583,AMCR02000583.1,171.1,OXYTRI_MAC_24672
Contig172.0,Contig172.0,AMCR02000584,AMCR02000584.1,172.0,OXYTRI_MAC_172
Contig172.0i1,Contig172.0i1,AMCR02000585,AMCR02000585.1,172.0i1,
Contig172.1,Contig172.1,AMCR02000586,AMCR02000586.1,172.1,OXYTRI_MAC_24673
Contig173.0,Contig173.0,AMCR02000587,AMCR02000587.1,173.0,
Contig173.1,Contig173.1,AMCR02000588,AMCR02000588.1,173.1,OXYTRI_MAC_24675
Contig173.1i1,Contig173.1i1,AMCR02000589,AMCR02000589.1,173.1i1,
Contig173.1i1v1,Contig173.1i1v1,AMCR02000590,AMCR02000590.1,173.1i1v1,
Contig174.1,Contig174.1,AMCR02000591,AMCR02000591.1,174.1,OXYTRI_MAC_24676
Contig174.1i1,Contig174.1i1,AMCR02000592,AMCR02000592.1,174.1i1,
Contig174.1i1v1,Contig174.1i1v1,AMCR02000593,AMCR02000593.1,174.1i1v1,
Contig175.0.2,Contig175.0.2,AMCR02000594,AMCR02000594.1,175.0.2,OXYTRI_MAC_175
Contig175.1,Contig175.1,AMCR02000595,AMCR02000595.1,175.1,OXYTRI_MAC_24677
Contig176.0,Contig176.0,AMCR02000596,AMCR02000596.1,176.0,OXYTRI_MAC_176
