primary,oxydb_mac_2012,number,mds_ies_db_2015
Contig11325.0,Contig11325.0,11325.0,OXYTRI_MAC_11325
Contig10757.0,Contig10757.0,10757.0,OXYTRI_MAC_10757
Contig393.0,Contig393.0,393.0,OXYTRI_MAC_393
Contig392.0,Contig392.0,392.0,OXYTRI_MAC_392
Contig11081.0,Contig11081.0,11081.0,OXYTRI_MAC_11081
Contig11080.0,Contig11080.0,11080.0,OXYTRI_MAC_11080
Contig11083.0,Contig11083.0,11083.0,OXYTRI_MAC_11083
Contig11082.0,Contig11082.0,11082.0,OXYTRI_MAC_11082
Contig11085.0,Contig11085.0,11085.0,OXYTRI_MAC_11085
Contig11084.0,Contig11084.0,11084.0,OXYTRI_MAC_11084
Contig11087.0,Contig11087.0,11087.0,OXYTRI_MAC_11087
Contig11086.0,Contig11086.0,11086.0,OXYTRI_MAC_11086
Contig4189.0,Contig4189.0,4189.0,OXYTRI_MAC_4189
Contig4183.0,Contig4183.0,4183.0,OXYTRI_MAC_4183
Contig4182.0,Contig4182.0,4182.0,OXYTRI_MAC_4182
Contig4181.0,Contig4181.0,4181.0,OXYTRI_MAC_4181
Contig4180.0,Contig4180.0,4180.0,OXYTRI_MAC_4180
Contig4186.0.1,Contig4186.0.1,4186.0.1,
Contig4185.0,Contig4185.0,4185.0,OXYTRI_MAC_15475
Contig4184.0.0,Contig4184.0.0,4184.0.0,
Contig4184.0.1,Contig4184.0.1,4184.0.1,OXYTRI_MAC_4184
Contig12378.0,Contig12378.0,12378.0,OXYTRI_MAC_12378
Contig12379.0,Contig12379.0,12379.0,OXYTRI_MAC_12379
Contig12372.0,Contig12372.0,12372.0,OXYTRI_MAC_12372
Contig12373.0,Contig12373.0,12373.0,OXYTRI_MAC_12373
Contig12370.0,Contig12370.0,12370.0,OXYTRI_MAC_12370
Contig12371.0,Contig12371.0,12371.0,OXYTRI_MAC_12371
Contig12376.0,Contig12376.0,12376.0,OXYTRI_MAC_12376
Contig12377.0,Contig12377.0,12377.0,OXYTRI_MAC_12377
Contig12374.0,Contig12374.0,12374.0,OXYTRI_MAC_12374
Contig12375.0,Contig12375.0,12375.0,OXYTRI_MAC_12375
Contig2938.0,Contig2938.0,2938.0,OXYTRI_MAC_2938
Contig2939.0,Contig2939.0,2939.0,OXYTRI_MAC_2939
Contig2934.0,Contig2934.0,2934.0,OXYTRI_MAC_2934
Contig2935.0,Contig2935.0,2935.0,OXYTRI_MAC_2935
Contig2936.0,Contig2936.0,2936.0,OXYTRI_MAC_2936
Contig2937.0,Contig2937.0,2937.0,OXYTRI_MAC_2937
Contig2930.0,Contig2930.0,2930.0,OXYTRI_MAC_2930
Contig2931.0,Contig2931.0,2931.0,OXYTRI_MAC_2931
Contig2932.0,Contig2932.0,2932.0,OXYTRI_MAC_2932
Contig2933.0,Contig2933.0,2933.0,OXYTRI_MAC_2933
Contig7371.0,Contig7371.0,7371.0,
Contig7370.0,Contig7370.0,7370.0,OXYTRI_MAC_7370
Contig7373.0,Contig7373.0,7373.0,OXYTRI_MAC_7373
Contig7372.0,Contig7372.0,7372.0,OXYTRI_MAC_25242
Contig7375.0,Contig7375.0,7375.0,OXYTRI_MAC_7375
Contig7374.0,Contig7374.0,7374.0,OXYTRI_MAC_7374
Contig7377.0,Contig7377.0,7377.0,OXYTRI_MAC_7377
Contig7376.0,Contig7376.0,7376.0,OXYTRI_MAC_7356
Contig7379.0,Contig7379.0,7379.0,OXYTRI_MAC_7379
Contig6138.0,Contig6138.0,6138.0,OXYTRI_MAC_6138
Contig6139.0,Contig6139.0,6139.0,OXYTRI_MAC_6139
Contig3329.0,Contig3329.0,3329.0,OXYTRI_MAC_3329
Contig3322.0,Contig3322.0,3322.0,OXYTRI_MAC_3322
Contig3323.0.0,Contig3323.0.0,3323.0.0,OXYTRI_MAC_3323
Contig3320.0,Contig3320.0,3320.0,OXYTRI_MAC_3320
Contig3321.0,Contig3321.0,3321.0,OXYTRI_MAC_3321
Contig3326.0,Contig3326.0,3326.0,OXYTRI_MAC_3326
Contig3327.0.1,Contig3327.0.1,3327.0.1,OXYTRI_MAC_3327
Contig3324.0.1,Contig3324.0.1,3324.0.1,OXYTRI_MAC_3324
Contig3325.0,Contig3325.0,3325.0,OXYTRI_MAC_3325
Contig5449.0,Contig5449.0,5449.0,OXYTRI_MAC_5449
Contig5448.0,Contig5448.0,5448.0,OXYTRI_MAC_5448
Contig5441.0,Contig5441.0,5441.0,OXYTRI_MAC_5441
Contig5440.0,Contig5440.0,5440.0,OXYTRI_MAC_5440
Contig5443.0,Contig5443.0,5443.0,OXYTRI_MAC_5443
Contig5442.0,Contig5442.0,5442.0,OXYTRI_MAC_5442
Contig5445.0,Contig5445.0,5445.0,OXYTRI_MAC_2345
Contig5447.0,Contig5447.0,5447.0,OXYTRI_MAC_5447
Contig5446.0,Contig5446.0,5446.0,OXYTRI_MAC_2140
Contig21358.0,Contig21358.0,21358.0,OXYTRI_MAC_21358
Contig21359.0,Contig21359.0,21359.0,OXYTRI_MAC_21359
Contig21352.0,Contig21352.0,21352.0,OXYTRI_MAC_21352
Contig21353.0,Contig21353.0,21353.0,OXYTRI_MAC_21353
Contig21350.0,Contig21350.0,21350.0,OXYTRI_MAC_21350
Contig21351.0,Contig21351.0,21351.0,OXYTRI_MAC_21351
Contig21356.0,Contig21356.0,21356.0,OXYTRI_MAC_21356
Contig21357.0,Contig21357.0,21357.0,OXYTRI_MAC_21357
Contig21355.0,Contig21355.0,21355.0,OXYTRI_MAC_21355
Contig14003.0,Contig14003.0,14003.0,OXYTRI_MAC_14003
Contig14000.0,Contig14000.0,14000.0,OXYTRI_MAC_14000
Contig14001.0,Contig14001.0,14001.0,OXYTRI_MAC_14001
Contig14006.0,Contig14006.0,14006.0,OXYTRI_MAC_14006
Contig14005.0,Contig14005.0,14005.0,OXYTRI_MAC_14005
Contig14008.0,Contig14008.0,14008.0,OXYTRI_MAC_14008
Contig14009.0,Contig14009.0,14009.0,OXYTRI_MAC_14009
Contig10789.0,Contig10789.0,10789.0,OXYTRI_MAC_10789
Contig10788.0,Contig10788.0,10788.0,OXYTRI_MAC_10788
Contig328.0,Contig328.0,328.0,OXYTRI_MAC_328
Contig329.0,Contig329.0,329.0,OXYTRI_MAC_329
Contig10781.0,Contig10781.0,10781.0,OXYTRI_MAC_10781
Contig325.0,Contig325.0,325.0,OXYTRI_MAC_325
Contig326.0,Contig326.0,326.0,OXYTRI_MAC_326
Contig327.0,Contig327.0,327.0,OXYTRI_MAC_327
Contig320.0,Contig320.0,320.0,OXYTRI_MAC_320
Contig321.0,Contig321.0,321.0,OXYTRI_MAC_321
Contig322.0.1,Contig322.0.1,322.0.1,OXYTRI_MAC_322
Contig21390.0,Contig21390.0,21390.0,OXYTRI_MAC_21390
Contig21391.0,Contig21391.0,21391.0,OXYTRI_MAC_21391
Contig15661.0,Contig15661.0,15661.0,OXYTRI_MAC_15661
Contig15660.0,Contig15660.0,15660.0,OXYTRI_MAC_15660
Contig15663.0,Contig15663.0,15663.0,OXYTRI_MAC_15663
Contig15662.0,Contig15662.0,15662.0,OXYTRI_MAC_15662
Contig15665.0,Contig15665.0,15665.0,OXYTRI_MAC_15665
Contig15667.0,Contig15667.0,15667.0,OXYTRI_MAC_15667
Contig15666.0,Contig15666.0,15666.0,OXYTRI_MAC_15666
Contig15668.0,Contig15668.0,15668.0,OXYTRI_MAC_15668
Contig19170.0,Contig19170.0,19170.0,OXYTRI_MAC_19170
Contig19173.0,Contig19173.0,19173.0,OXYTRI_MAC_19173
Contig19172.0.2,Contig19172.0.2,19172.0.2,OXYTRI_MAC_19172
Contig19174.0,Contig19174.0,19174.0,OXYTRI_MAC_19174
Contig19177.0,Contig19177.0,19177.0,OXYTRI_MAC_19177
Contig19176.0,Contig19176.0,19176.0,OXYTRI_MAC_19176
Contig19179.0,Contig19179.0,19179.0,OXYTRI_MAC_19179
Contig19178.0,Contig19178.0,19178.0,OXYTRI_MAC_19178
Contig1218.0,Contig1218.0,1218.0,OXYTRI_MAC_26550
Contig1219.0,Contig1219.0,1219.0,OXYTRI_MAC_1219
Contig11784.0,Contig11784.0,11784.0,OXYTRI_MAC_11784
Contig11785.0,Contig11785.0,11785.0,OXYTRI_MAC_11785
Contig11782.0,Contig11782.0,11782.0,OXYTRI_MAC_11782
Contig11781.0.0,Contig11781.0.0,11781.0.0,OXYTRI_MAC_11781
Contig1213.0,Contig1213.0,1213.0,OXYTRI_MAC_1213
Contig1214.0,Contig1214.0,1214.0,OXYTRI_MAC_25508
Contig1215.0,Contig1215.0,1215.0,OXYTRI_MAC_1215
Contig11788.0,Contig11788.0,11788.0,OXYTRI_MAC_11788
Contig1217.0,Contig1217.0,1217.0,OXYTRI_MAC_1217
Contig16310.0,Contig16310.0,16310.0,OXYTRI_MAC_16310
Contig16311.0,Contig16311.0,16311.0,OXYTRI_MAC_16311
Contig16312.0,Contig16312.0,16312.0,OXYTRI_MAC_16312
Contig16313.0,Contig16313.0,16313.0,OXYTRI_MAC_16313
Contig16314.0,Contig16314.0,16314.0,OXYTRI_MAC_16314
Contig16316.0,Contig16316.0,16316.0,OXYTRI_MAC_16316
Contig16317.0,Contig16317.0,16317.0,OXYTRI_MAC_16317
Contig16318.0,Contig16318.0,16318.0,OXYTRI_MAC_16318
Contig16319.0,Contig16319.0,16319.0,OXYTRI_MAC_16319
Contig13924.0,Contig13924.0,13924.0,OXYTRI_MAC_13924
Contig13925.0,Contig13925.0,13925.0,OXYTRI_MAC_13925
Contig13927.0,Contig13927.0,13927.0,OXYTRI_MAC_13927
Contig13920.0,Contig13920.0,13920.0,OXYTRI_MAC_13920
Contig13921.0,Contig13921.0,13921.0,OXYTRI_MAC_13921
Contig13922.0,Contig13922.0,13922.0,OXYTRI_MAC_13922
Contig13923.0,Contig13923.0,13923.0,OXYTRI_MAC_13923
Contig13928.0,Contig13928.0,13928.0,OXYTRI_MAC_13928
Contig19993.0,Contig19993.0,19993.0,OXYTRI_MAC_19993
Contig19992.0,Contig19992.0,19992.0,OXYTRI_MAC_19992
Contig19991.0,Contig19991.0,19991.0,OXYTRI_MAC_19991
Contig19990.0,Contig19990.0,19990.0,OXYTRI_MAC_19990
Contig19997.0,Contig19997.0,19997.0,OXYTRI_MAC_19997
Contig19996.0.0,Contig19996.0.0,19996.0.0,OXYTRI_MAC_19996
Contig19994.0,Contig19994.0,19994.0,OXYTRI_MAC_19994
Contig19999.0,Contig19999.0,19999.0,OXYTRI_MAC_19999
Contig19998.0.0,Contig19998.0.0,19998.0.0,OXYTRI_MAC_19998
Contig20479.0,Contig20479.0,20479.0,OXYTRI_MAC_20479
Contig20470.0.1,Contig20470.0.1,20470.0.1,OXYTRI_MAC_20470
Contig20471.0,Contig20471.0,20471.0,OXYTRI_MAC_20471
Contig20472.0,Contig20472.0,20472.0,OXYTRI_MAC_20472
Contig20473.0,Contig20473.0,20473.0,OXYTRI_MAC_20473
Contig20474.0,Contig20474.0,20474.0,OXYTRI_MAC_20474
Contig20475.0,Contig20475.0,20475.0,OXYTRI_MAC_20475
Contig20477.0,Contig20477.0,20477.0,OXYTRI_MAC_20477
Contig12062.0,Contig12062.0,12062.0,OXYTRI_MAC_12062
Contig12063.0,Contig12063.0,12063.0,OXYTRI_MAC_12063
Contig17012.0,Contig17012.0,17012.0,OXYTRI_MAC_17012
Contig12061.0,Contig12061.0,12061.0,OXYTRI_MAC_12061
Contig12066.0.0,Contig12066.0.0,12066.0.0,OXYTRI_MAC_12066
Contig17015.0,Contig17015.0,17015.0,OXYTRI_MAC_17015
Contig17016.0,Contig17016.0,17016.0,OXYTRI_MAC_17016
Contig12065.0,Contig12065.0,12065.0,OXYTRI_MAC_12065
Contig5056.0,Contig5056.0,5056.0,
Contig5057.0,Contig5057.0,5057.0,OXYTRI_MAC_5057
Contig5054.0.2,Contig5054.0.2,5054.0.2,
Contig2003.0,Contig2003.0,2003.0,OXYTRI_MAC_2003
Contig5052.0,Contig5052.0,5052.0,OXYTRI_MAC_5052
Contig5053.0,Contig5053.0,5053.0,OXYTRI_MAC_5053
Contig2006.0,Contig2006.0,2006.0,OXYTRI_MAC_2006
Contig2007.0,Contig2007.0,2007.0,OXYTRI_MAC_2007
Contig15508.0,Contig15508.0,15508.0,OXYTRI_MAC_15508
Contig15509.0,Contig15509.0,15509.0,OXYTRI_MAC_15509
Contig15500.0,Contig15500.0,15500.0,OXYTRI_MAC_15500
Contig15501.0,Contig15501.0,15501.0,OXYTRI_MAC_15501
Contig15502.0,Contig15502.0,15502.0,OXYTRI_MAC_15502
Contig15503.0,Contig15503.0,15503.0,OXYTRI_MAC_15503
Contig15505.0,Contig15505.0,15505.0,OXYTRI_MAC_15505
Contig15506.0,Contig15506.0,15506.0,OXYTRI_MAC_15506
Contig15507.0,Contig15507.0,15507.0,OXYTRI_MAC_15507
Contig2838.0,Contig2838.0,2838.0,OXYTRI_MAC_2838
Contig2835.0,Contig2835.0,2835.0,OXYTRI_MAC_2835
Contig2834.0,Contig2834.0,2834.0,OXYTRI_MAC_2834
Contig2837.0,Contig2837.0,2837.0,OXYTRI_MAC_2837
Contig2836.0,Contig2836.0,2836.0,OXYTRI_MAC_2836
Contig2831.0,Contig2831.0,2831.0,OXYTRI_MAC_2831
Contig2830.0,Contig2830.0,2830.0,OXYTRI_MAC_2830
Contig2833.0,Contig2833.0,2833.0,OXYTRI_MAC_2833
Contig2832.0,Contig2832.0,2832.0,OXYTRI_MAC_2832
Contig9779.0,Contig9779.0,9779.0,OXYTRI_MAC_9779
Contig9777.0,Contig9777.0,9777.0,OXYTRI_MAC_9777
Contig9776.0,Contig9776.0,9776.0,OXYTRI_MAC_9776
Contig9774.0,Contig9774.0,9774.0,OXYTRI_MAC_9774
Contig9773.0,Contig9773.0,9773.0,OXYTRI_MAC_9773
Contig9772.0,Contig9772.0,9772.0,OXYTRI_MAC_9772
Contig9771.0.1,Contig9771.0.1,9771.0.1,OXYTRI_MAC_9771
Contig9770.0,Contig9770.0,9770.0,OXYTRI_MAC_9770
Contig3748.0,Contig3748.0,3748.0,OXYTRI_MAC_3748
Contig3749.0,Contig3749.0,3749.0,OXYTRI_MAC_3749
Contig6338.0,Contig6338.0,6338.0,OXYTRI_MAC_6338
Contig6339.0,Contig6339.0,6339.0,OXYTRI_MAC_6339
Contig6336.0,Contig6336.0,6336.0,OXYTRI_MAC_6336
Contig6337.0,Contig6337.0,6337.0,OXYTRI_MAC_6337
Contig6334.0,Contig6334.0,6334.0,OXYTRI_MAC_6334
Contig6335.0,Contig6335.0,6335.0,OXYTRI_MAC_6335
Contig6332.0,Contig6332.0,6332.0,OXYTRI_MAC_6332
Contig6333.0,Contig6333.0,6333.0,OXYTRI_MAC_6333
Contig8794.0,Contig8794.0,8794.0,OXYTRI_MAC_8794
Contig3747.0,Contig3747.0,3747.0,OXYTRI_MAC_3747
Contig5689.0,Contig5689.0,5689.0,OXYTRI_MAC_5689
Contig5688.0,Contig5688.0,5688.0,OXYTRI_MAC_7776
Contig5687.0,Contig5687.0,5687.0,OXYTRI_MAC_2821
Contig5686.0,Contig5686.0,5686.0,OXYTRI_MAC_5686
Contig5685.0,Contig5685.0,5685.0,OXYTRI_MAC_5685
Contig5684.0,Contig5684.0,5684.0,OXYTRI_MAC_5684
Contig5682.0,Contig5682.0,5682.0,OXYTRI_MAC_5682
Contig5681.0,Contig5681.0,5681.0,OXYTRI_MAC_5681
Contig6480.0,Contig6480.0,6480.0,OXYTRI_MAC_6480
Contig6481.0,Contig6481.0,6481.0,OXYTRI_MAC_6481
Contig6482.0,Contig6482.0,6482.0,OXYTRI_MAC_6482
Contig8429.0,Contig8429.0,8429.0,OXYTRI_MAC_8429
Contig6486.0,Contig6486.0,6486.0,OXYTRI_MAC_6486
Contig6487.0,Contig6487.0,6487.0,OXYTRI_MAC_6487
Contig8424.0,Contig8424.0,8424.0,OXYTRI_MAC_8424
Contig6489.0,Contig6489.0,6489.0,OXYTRI_MAC_6489
Contig8426.0.0,Contig8426.0.0,8426.0.0,OXYTRI_MAC_4422
Contig8420.0,Contig8420.0,8420.0,
Contig8421.0,Contig8421.0,8421.0,OXYTRI_MAC_8421
Contig8422.0,Contig8422.0,8422.0,OXYTRI_MAC_8422
Contig8423.0,Contig8423.0,8423.0,
Contig2303.0,Contig2303.0,2303.0,OXYTRI_MAC_2303
Contig2302.0,Contig2302.0,2302.0,OXYTRI_MAC_2302
Contig2301.0,Contig2301.0,2301.0,OXYTRI_MAC_2301
Contig2300.0,Contig2300.0,2300.0,OXYTRI_MAC_2300
Contig2304.0,Contig2304.0,2304.0,OXYTRI_MAC_2304
Contig2309.0.1,Contig2309.0.1,2309.0.1,OXYTRI_MAC_2309
Contig2308.0,Contig2308.0,2308.0,OXYTRI_MAC_2308
Contig128.0,Contig128.0,128.0,OXYTRI_MAC_128
Contig129.0,Contig129.0,129.0,OXYTRI_MAC_129
Contig126.0,Contig126.0,126.0,OXYTRI_MAC_126
Contig124.0,Contig124.0,124.0,OXYTRI_MAC_124
Contig125.0.1,Contig125.0.1,125.0.1,OXYTRI_MAC_125
Contig122.0,Contig122.0,122.0,OXYTRI_MAC_122
Contig123.0,Contig123.0,123.0,OXYTRI_MAC_123
Contig120.0,Contig120.0,120.0,OXYTRI_MAC_120
Contig121.0,Contig121.0,121.0,OXYTRI_MAC_121
Contig22765.0,Contig22765.0,22765.0,OXYTRI_MAC_22765
Contig10811.0,Contig10811.0,10811.0,OXYTRI_MAC_10811
Contig695.0,Contig695.0,695.0,OXYTRI_MAC_695
Contig10813.0,Contig10813.0,10813.0,OXYTRI_MAC_10813
Contig10812.0,Contig10812.0,10812.0,OXYTRI_MAC_10812
Contig10815.0,Contig10815.0,10815.0,OXYTRI_MAC_10815
Contig10814.0,Contig10814.0,10814.0,OXYTRI_MAC_10814
Contig10816.0.1,Contig10816.0.1,10816.0.1,OXYTRI_MAC_10816
Contig10819.0,Contig10819.0,10819.0,OXYTRI_MAC_10819
Contig698.0,Contig698.0,698.0,OXYTRI_MAC_698
Contig699.0,Contig699.0,699.0,OXYTRI_MAC_699
Contig4226.0,Contig4226.0,4226.0,OXYTRI_MAC_4226
Contig4224.0,Contig4224.0,4224.0,OXYTRI_MAC_14450
Contig4225.0.0,Contig4225.0.0,4225.0.0,OXYTRI_MAC_4225
Contig4223.0,Contig4223.0,4223.0,OXYTRI_MAC_4223
Contig4220.0,Contig4220.0,4220.0,OXYTRI_MAC_4220
Contig4221.0,Contig4221.0,4221.0,OXYTRI_MAC_4221
Contig4228.0,Contig4228.0,4228.0,
Contig4229.0,Contig4229.0,4229.0,OXYTRI_MAC_4229
Contig1760.0,Contig1760.0,1760.0,OXYTRI_MAC_1760
Contig1761.0.1,Contig1761.0.1,1761.0.1,OXYTRI_MAC_1761
Contig1762.0,Contig1762.0,1762.0,OXYTRI_MAC_1762
Contig1763.0,Contig1763.0,1763.0,OXYTRI_MAC_1763
Contig1764.0,Contig1764.0,1764.0,OXYTRI_MAC_1764
Contig1766.0,Contig1766.0,1766.0,OXYTRI_MAC_1766
Contig1767.0,Contig1767.0,1767.0,OXYTRI_MAC_1767
Contig1768.0,Contig1768.0,1768.0,OXYTRI_MAC_1768
Contig1769.0,Contig1769.0,1769.0,OXYTRI_MAC_1769
Contig3948.0.1,Contig3948.0.1,3948.0.1,OXYTRI_MAC_3948
Contig3948.0.2,Contig3948.0.2,3948.0.2,
Contig3948.0.3,Contig3948.0.3,3948.0.3,
Contig3942.0.2,Contig3942.0.2,3942.0.2,OXYTRI_MAC_3942
Contig3943.0,Contig3943.0,3943.0,OXYTRI_MAC_3943
Contig3940.0,Contig3940.0,3940.0,OXYTRI_MAC_3940
Contig3941.0,Contig3941.0,3941.0,OXYTRI_MAC_3941
Contig3946.0,Contig3946.0,3946.0,OXYTRI_MAC_3946
Contig3947.0.1,Contig3947.0.1,3947.0.1,OXYTRI_MAC_3947
Contig3945.0,Contig3945.0,3945.0,OXYTRI_MAC_25210
Contig6819.0,Contig6819.0,6819.0,OXYTRI_MAC_6819
Contig6818.0.1,Contig6818.0.1,6818.0.1,OXYTRI_MAC_6818
Contig6813.0,Contig6813.0,6813.0,OXYTRI_MAC_6813
Contig6812.0,Contig6812.0,6812.0,OXYTRI_MAC_6812
Contig6811.0,Contig6811.0,6811.0,
Contig6810.0,Contig6810.0,6810.0,OXYTRI_MAC_6810
Contig6816.0,Contig6816.0,6816.0,OXYTRI_MAC_6816
Contig6815.0,Contig6815.0,6815.0,OXYTRI_MAC_6815
Contig6814.0.1,Contig6814.0.1,6814.0.1,OXYTRI_MAC_6814
Contig919.0,Contig919.0,919.0,OXYTRI_MAC_919
Contig22237.0,Contig22237.0,22237.0,OXYTRI_MAC_22237
Contig12508.0,Contig12508.0,12508.0,OXYTRI_MAC_12508
Contig3603.0.1,Contig3603.0.1,3603.0.1,OXYTRI_MAC_3603
Contig12501.0,Contig12501.0,12501.0,OXYTRI_MAC_12501
Contig12500.0,Contig12500.0,12500.0,OXYTRI_MAC_12500
Contig12503.0,Contig12503.0,12503.0,OXYTRI_MAC_12503
Contig12502.0,Contig12502.0,12502.0,OXYTRI_MAC_12502
Contig12505.0,Contig12505.0,12505.0,OXYTRI_MAC_12505
Contig12504.0,Contig12504.0,12504.0,OXYTRI_MAC_12504
Contig12507.0,Contig12507.0,12507.0,OXYTRI_MAC_12507
Contig22238.0,Contig22238.0,22238.0,OXYTRI_MAC_22238
Contig916.0,Contig916.0,916.0,OXYTRI_MAC_916
Contig3602.0,Contig3602.0,3602.0,OXYTRI_MAC_3602
Contig14903.0,Contig14903.0,14903.0,OXYTRI_MAC_14903
Contig14902.0,Contig14902.0,14902.0,OXYTRI_MAC_14902
Contig14900.0,Contig14900.0,14900.0,OXYTRI_MAC_14900
Contig14907.0.0,Contig14907.0.0,14907.0.0,OXYTRI_MAC_14907
Contig14906.0,Contig14906.0,14906.0,OXYTRI_MAC_14906
Contig14905.0,Contig14905.0,14905.0,OXYTRI_MAC_14905
Contig14904.0,Contig14904.0,14904.0,OXYTRI_MAC_14904
Contig14909.0.0,Contig14909.0.0,14909.0.0,OXYTRI_MAC_14909
Contig14908.0,Contig14908.0,14908.0,OXYTRI_MAC_14908
Contig3604.0,Contig3604.0,3604.0,OXYTRI_MAC_3604
Contig3607.0,Contig3607.0,3607.0,OXYTRI_MAC_3607
Contig5892.0,Contig5892.0,5892.0,OXYTRI_MAC_5892
Contig5893.0,Contig5893.0,5893.0,OXYTRI_MAC_5893
Contig5890.0,Contig5890.0,5890.0,OXYTRI_MAC_5890
Contig5891.0,Contig5891.0,5891.0,
Contig5896.0,Contig5896.0,5896.0,OXYTRI_MAC_5896
Contig5897.0,Contig5897.0,5897.0,OXYTRI_MAC_5897
Contig5895.0,Contig5895.0,5895.0,OXYTRI_MAC_5895
Contig13670.0,Contig13670.0,13670.0,OXYTRI_MAC_13670
Contig13671.0,Contig13671.0,13671.0,OXYTRI_MAC_13671
Contig5899.0,Contig5899.0,5899.0,OXYTRI_MAC_5899
Contig13674.0.0,Contig13674.0.0,13674.0.0,OXYTRI_MAC_13674
Contig13675.0,Contig13675.0,13675.0,OXYTRI_MAC_13675
Contig13676.0,Contig13676.0,13676.0,OXYTRI_MAC_13676
Contig13677.0.0,Contig13677.0.0,13677.0.0,OXYTRI_MAC_10116
Contig13677.0.1,Contig13677.0.1,13677.0.1,OXYTRI_MAC_13677
Contig22328.0,Contig22328.0,22328.0,OXYTRI_MAC_22328
Contig22329.0,Contig22329.0,22329.0,OXYTRI_MAC_22329
Contig22322.0,Contig22322.0,22322.0,OXYTRI_MAC_22322
Contig22323.0,Contig22323.0,22323.0,OXYTRI_MAC_22323
Contig22320.0,Contig22320.0,22320.0,OXYTRI_MAC_22320
Contig22321.0.0,Contig22321.0.0,22321.0.0,OXYTRI_MAC_22321
Contig22321.0.2,Contig22321.0.2,22321.0.2,OXYTRI_MAC_24754
Contig22327.0,Contig22327.0,22327.0,OXYTRI_MAC_22327
Contig22324.0,Contig22324.0,22324.0,OXYTRI_MAC_22324
Contig22325.0,Contig22325.0,22325.0,OXYTRI_MAC_22325
Contig8705.0,Contig8705.0,8705.0,OXYTRI_MAC_8705
Contig18109.0,Contig18109.0,18109.0,OXYTRI_MAC_18109
Contig18108.0,Contig18108.0,18108.0,OXYTRI_MAC_18108
Contig18107.0,Contig18107.0,18107.0,OXYTRI_MAC_18107
Contig18106.0,Contig18106.0,18106.0,OXYTRI_MAC_18106
Contig18105.0,Contig18105.0,18105.0,OXYTRI_MAC_18105
Contig18104.0,Contig18104.0,18104.0,OXYTRI_MAC_18104
Contig18103.0,Contig18103.0,18103.0,OXYTRI_MAC_18103
Contig18102.0,Contig18102.0,18102.0,OXYTRI_MAC_18102
Contig18101.0,Contig18101.0,18101.0,OXYTRI_MAC_18101
Contig18100.0,Contig18100.0,18100.0,OXYTRI_MAC_18100
Contig10378.0,Contig10378.0,10378.0,OXYTRI_MAC_10378
Contig10379.0,Contig10379.0,10379.0,OXYTRI_MAC_10379
Contig10374.0,Contig10374.0,10374.0,OXYTRI_MAC_10374
Contig10375.0,Contig10375.0,10375.0,OXYTRI_MAC_10375
Contig10376.0,Contig10376.0,10376.0,OXYTRI_MAC_10376
Contig10377.0,Contig10377.0,10377.0,OXYTRI_MAC_10377
Contig10370.0,Contig10370.0,10370.0,OXYTRI_MAC_10370
Contig10371.0,Contig10371.0,10371.0,OXYTRI_MAC_10371
Contig10372.0,Contig10372.0,10372.0,OXYTRI_MAC_10372
Contig10373.0,Contig10373.0,10373.0,OXYTRI_MAC_10373
Contig20878.0.0,Contig20878.0.0,20878.0.0,OXYTRI_MAC_20878
Contig20879.0,Contig20879.0,20879.0,OXYTRI_MAC_20879
Contig20874.0,Contig20874.0,20874.0,OXYTRI_MAC_20874
Contig20875.0,Contig20875.0,20875.0,OXYTRI_MAC_20875
Contig20876.0.0,Contig20876.0.0,20876.0.0,OXYTRI_MAC_20876
Contig20877.0.0,Contig20877.0.0,20877.0.0,OXYTRI_MAC_20877
Contig20870.0,Contig20870.0,20870.0,OXYTRI_MAC_20870
Contig20871.0,Contig20871.0,20871.0,OXYTRI_MAC_20871
Contig20873.0,Contig20873.0,20873.0,OXYTRI_MAC_20873
Contig10599.0,Contig10599.0,10599.0,OXYTRI_MAC_10599
Contig15075.0,Contig15075.0,15075.0,OXYTRI_MAC_15075
Contig10590.0.1,Contig10590.0.1,10590.0.1,OXYTRI_MAC_10590
Contig10592.0,Contig10592.0,10592.0,OXYTRI_MAC_10592
Contig10593.0,Contig10593.0,10593.0,OXYTRI_MAC_10593
Contig10594.0,Contig10594.0,10594.0,OXYTRI_MAC_10594
Contig15076.0.0,Contig15076.0.0,15076.0.0,OXYTRI_MAC_13898
Contig10596.0,Contig10596.0,10596.0,OXYTRI_MAC_10596
Contig10597.0,Contig10597.0,10597.0,OXYTRI_MAC_10597
Contig15077.0,Contig15077.0,15077.0,OXYTRI_MAC_15077
Contig10002.0,Contig10002.0,10002.0,OXYTRI_MAC_10002
Contig15071.0,Contig15071.0,15071.0,OXYTRI_MAC_15071
Contig11423.0,Contig11423.0,11423.0,OXYTRI_MAC_11423
Contig16430.0,Contig16430.0,16430.0,OXYTRI_MAC_16430
Contig11421.0,Contig11421.0,11421.0,OXYTRI_MAC_11421
Contig16432.0,Contig16432.0,16432.0,OXYTRI_MAC_16432
Contig16435.0,Contig16435.0,16435.0,OXYTRI_MAC_16435
Contig16434.0,Contig16434.0,16434.0,OXYTRI_MAC_16434
Contig16437.0,Contig16437.0,16437.0,OXYTRI_MAC_16437
Contig16436.0,Contig16436.0,16436.0,OXYTRI_MAC_16436
Contig16439.0,Contig16439.0,16439.0,OXYTRI_MAC_16439
