primary,oxydb_mac_gene_2020
g28574,g28574
g28579,g28579
g28584,g28584
g43113,g43113
g43114,g43114
g43115,g43115
g39676,g39676
g35454,g35454
g41658,g41658
g45302,g45302
g30775,g30775
g18556,g18556
g16042,g16042
g7110,g7110
g13248,g13248
g8755,g8755
g14252,g14252
g14253,g14253
g3601,g3601
g3602,g3602
g30857,g30857
g18659,g18659
g9529,g9529
g4261,g4261
g42599,g42599
g11502,g11502
g29334,g29334
g36167,g36167
g45602,g45602
g37517,g37517
g32990,g32990
g33001,g33001
g36533,g36533
g32507,g32507
g44799,g44799
g12502,g12502
g12503,g12503
g8128,g8128
g8129,g8129
g43415,g43415
g22787,g22787
g8445,g8445
g14095,g14095
g14096,g14096
g14097,g14097
g33126,g33126
g33127,g33127
g33128,g33128
g45608,g45608
g8632,g8632
g27694,g27694
g654,g654
g34275,g34275
g20144,g20144
g31553,g31553
g10718,g10718
g21265,g21265
g31379,g31379
g24895,g24895
g24896,g24896
g24897,g24897
g24898,g24898
g24907,g24907
g24908,g24908
g24909,g24909
g24916,g24916
g24917,g24917
g24918,g24918
g24927,g24927
g24928,g24928
g24887,g24887
g24888,g24888
g43078,g43078
g43079,g43079
g23870,g23870
g23871,g23871
g38975,g38975
g38976,g38976
g23874,g23874
g38215,g38215
g7262,g7262
g44527,g44527
g44528,g44528
g39121,g39121
g39122,g39122
g9036,g9036
g9037,g9037
g9041,g9041
g9042,g9042
g35686,g35686
g44740,g44740
g44741,g44741
g8155,g8155
g22719,g22719
g45377,g45377
g7509,g7509
g42777,g42777
g42778,g42778
g19506,g19506
g31429,g31429
g31433,g31433
g31449,g31449
g31465,g31465
g29993,g29993
g23373,g23373
g40037,g40037
g3893,g3893
g42735,g42735
g13979,g13979
g11698,g11698
g10761,g10761
g10762,g10762
g23045,g23045
g23046,g23046
g46179,g46179
g46180,g46180
g46181,g46181
g23285,g23285
g23286,g23286
g23275,g23275
g19285,g19285
g12234,g12234
g12235,g12235
g28429,g28429
g28430,g28430
g12243,g12243
g39033,g39033
g39034,g39034
g39035,g39035
g22331,g22331
g22332,g22332
g22333,g22333
g4563,g4563
g4564,g4564
g4565,g4565
g18071,g18071
g29162,g29162
g4395,g4395
g14903,g14903
g35584,g35584
g11884,g11884
g21986,g21986
g24641,g24641
g42208,g42208
g24089,g24089
g40354,g40354
g25138,g25138
g28060,g28060
g28063,g28063
g12500,g12500
g28432,g28432
g4603,g4603
g14270,g14270
g48125,g48125
g36594,g36594
g16794,g16794
g34561,g34561
g34553,g34553
g43045,g43045
g43046,g43046
g29228,g29228
g29229,g29229
g10436,g10436
g10437,g10437
g34097,g34097
g14297,g14297
g24187,g24187
g24188,g24188
g24192,g24192
g24193,g24193
g24174,g24174
g44559,g44559
g44560,g44560
g41299,g41299
g25616,g25616
g23598,g23598
g46932,g46932
g46933,g46933
g582,g582
g7158,g7158
g11977,g11977
g2439,g2439
g38503,g38503
g44956,g44956
g40674,g40674
g16746,g16746
g43272,g43272
g16735,g16735
g16736,g16736
g10416,g10416
g10417,g10417
g18107,g18107
g18108,g18108
g42911,g42911
g42912,g42912
g13094,g13094
g13095,g13095
g20556,g20556
g20557,g20557
g13801,g13801
g13802,g13802
g13803,g13803
g3450,g3450
g3451,g3451
g3452,g3452
g14016,g14016
g34776,g34776
g26441,g26441
g44666,g44666
g1552,g1552
g24222,g24222
g43481,g43481
g22951,g22951
g23447,g23447
g14565,g14565
g17844,g17844
g17854,g17854
g20586,g20586
g20587,g20587
g45076,g45076
g37849,g37849
g1326,g1326
g1329,g1329
g39663,g39663
g9833,g9833
g9834,g9834
g41131,g41131
g36977,g36977
g36978,g36978
g17644,g17644
g17645,g17645
g44382,g44382
g44383,g44383
g48089,g48089
g28945,g28945
g252,g252
g253,g253
g32811,g32811
g23782,g23782
g44049,g44049
g13019,g13019
g16407,g16407
g23001,g23001
g23002,g23002
g4698,g4698
g4699,g4699
g28957,g28957
g28958,g28958
g19894,g19894
g19895,g19895
g36048,g36048
g33816,g33816
g45104,g45104
g10875,g10875
g28840,g28840
g10881,g10881
g31212,g31212
g31213,g31213
g26517,g26517
g26518,g26518
g26519,g26519
g26520,g26520
g26521,g26521
g26522,g26522
g30560,g30560
g30561,g30561
g30562,g30562
g30563,g30563
g30564,g30564
g30565,g30565
g31074,g31074
g30728,g30728
g28393,g28393
g708,g708
g714,g714
g43854,g43854
g43855,g43855
g13586,g13586
g13587,g13587
g45997,g45997
g45998,g45998
g39658,g39658
g31909,g31909
g4343,g4343
g4353,g4353
g14997,g14997
g14998,g14998
g32152,g32152
g32153,g32153
g6788,g6788
g4293,g4293
g4294,g4294
g4295,g4295
g18448,g18448
g18449,g18449
g18450,g18450
g18465,g18465
g18466,g18466
g18467,g18467
g18442,g18442
g18443,g18443
g18433,g18433
g18438,g18438
g40860,g40860
g31164,g31164
g5931,g5931
g31987,g31987
g42926,g42926
g24982,g24982
g46603,g46603
g40605,g40605
g2045,g2045
g13679,g13679
g2036,g2036
g26336,g26336
g26337,g26337
g26342,g26342
g23972,g23972
g43021,g43021
g1859,g1859
g47802,g47802
g31974,g31974
g46905,g46905
g47215,g47215
g47216,g47216
g16610,g16610
g16611,g16611
g16612,g16612
g16613,g16613
g16614,g16614
g12467,g12467
g12468,g12468
g12469,g12469
g12470,g12470
g12471,g12471
g9863,g9863
g9864,g9864
g12504,g12504
g36964,g36964
g6068,g6068
g36602,g36602
g45795,g45795
g45796,g45796
g40407,g40407
g40408,g40408
g40409,g40409
g3684,g3684
g3685,g3685
g3686,g3686
g17411,g17411
g17412,g17412
g17413,g17413
g46744,g46744
g33974,g33974
g33975,g33975
g33976,g33976
g33977,g33977
g1812,g1812
g1813,g1813
g1814,g1814
g1815,g1815
g33994,g33994
g33995,g33995
g33996,g33996
g3437,g3437
g3438,g3438
g33968,g33968
g33969,g33969
g29924,g29924
g33972,g33972
g40895,g40895
g40896,g40896
g40897,g40897
g5353,g5353
g5354,g5354
g26583,g26583
g26584,g26584
g38569,g38569
g9559,g9559
g39240,g39240
g7052,g7052
g7053,g7053
g15353,g15353
g15354,g15354
g35429,g35429
g35433,g35433
g35435,g35435
g44328,g44328
g44329,g44329
g44330,g44330
g14267,g14267
g8073,g8073
g8074,g8074
g8075,g8075
g8901,g8901
g8902,g8902
g8882,g8882
g8883,g8883
g8869,g8869
g42789,g42789
g11862,g11862
g7549,g7549
g42901,g42901
g42902,g42902
g42903,g42903
g42904,g42904
g27148,g27148
g30169,g30169
g30175,g30175
g30181,g30181
g42537,g42537
g42538,g42538
g30053,g30053
g37645,g37645
g9445,g9445
g28405,g28405
g28406,g28406
g10548,g10548
g10549,g10549
g20908,g20908
g4964,g4964
g31883,g31883
g31884,g31884
g4335,g4335
g4336,g4336
g39316,g39316
g10180,g10180
g23919,g23919
g16051,g16051
g35820,g35820
g12290,g12290
g12291,g12291
g12292,g12292
g6253,g6253
g6264,g6264
g6275,g6275
g30145,g30145
g38317,g38317
g37,g37
g38071,g38071
g19063,g19063
g42230,g42230
g13998,g13998
g13999,g13999
g14000,g14000
g14001,g14001
g11761,g11761
g11762,g11762
g11763,g11763
g11764,g11764
g39388,g39388
g14178,g14178
g46975,g46975
g46976,g46976
g14428,g14428
g14429,g14429
g10936,g10936
g10937,g10937
g43591,g43591
g39378,g39378
g18020,g18020
g19872,g19872
g25110,g25110
g10301,g10301
g27802,g27802
g19052,g19052
g19053,g19053
g19054,g19054
g32065,g32065
g32066,g32066
g32067,g32067
g3395,g3395
g3396,g3396
g27686,g27686
g27687,g27687
g36084,g36084
g5055,g5055
g35821,g35821
g35828,g35828
g304,g304
g38254,g38254
g38255,g38255
g23315,g23315
g36963,g36963
g28637,g28637
g37971,g37971
g42552,g42552
g42553,g42553
g21080,g21080
g21081,g21081
g4112,g4112
g4113,g4113
g45139,g45139
g30170,g30170
g30171,g30171
g20478,g20478
g20479,g20479
g47186,g47186
g37642,g37642
g37643,g37643
g9439,g9439
g9440,g9440
g42245,g42245
g18964,g18964
g18965,g18965
g22407,g22407
g22408,g22408
g19806,g19806
g31311,g31311
g2986,g2986
g6877,g6877
g3429,g3429
g42311,g42311
g37950,g37950
g20761,g20761
g45281,g45281
g45282,g45282
g36856,g36856
g36857,g36857
g21725,g21725
g390,g390
g27969,g27969
g11184,g11184
g6799,g6799
g1917,g1917
g42504,g42504
g7010,g7010
g7011,g7011
g30208,g30208
g46553,g46553
g14936,g14936
g45217,g45217
g16702,g16702
g20878,g20878
g32088,g32088
g34169,g34169
g17076,g17076
g46379,g46379
g15057,g15057
g46746,g46746
g4533,g4533
g2505,g2505
g16855,g16855
g39164,g39164
g46641,g46641
g46642,g46642
g3833,g3833
g3834,g3834
g19133,g19133
g19134,g19134
g19141,g19141
g30104,g30104
g41052,g41052
g20364,g20364
g20365,g20365
g20366,g20366
g4836,g4836
g4837,g4837
g4841,g4841
g21096,g21096
g4630,g4630
g4622,g4622
g30154,g30154
g16190,g16190
g25369,g25369
g37707,g37707
g37708,g37708
g17235,g17235
g15104,g15104
g35443,g35443
g26364,g26364
g35455,g35455
g38440,g38440
g38441,g38441
g26699,g26699
g26700,g26700
g25495,g25495
g25496,g25496
g11834,g11834
g11835,g11835
g32366,g32366
g28116,g28116
g19697,g19697
g4198,g4198
g1671,g1671
g31983,g31983
g31984,g31984
g31985,g31985
g27561,g27561
g27562,g27562
g27563,g27563
g29159,g29159
g6771,g6771
g6773,g6773
g6774,g6774
g47108,g47108
g47109,g47109
g47110,g47110
g26765,g26765
g37046,g37046
g46588,g46588
g20646,g20646
g20647,g20647
g20648,g20648
g27880,g27880
g18296,g18296
g31226,g31226
g2168,g2168
g16041,g16041
g35777,g35777
g30025,g30025
g30026,g30026
g7432,g7432
g7433,g7433
g41769,g41769
g41770,g41770
g8396,g8396
g8397,g8397
g523,g523
g524,g524
g318,g318
g38070,g38070
g315,g315
g43302,g43302
g6668,g6668
g16360,g16360
g19117,g19117
g19118,g19118
g38278,g38278
g38279,g38279
g19126,g19126
g22269,g22269
g38141,g38141
g38142,g38142
g28593,g28593
g28594,g28594
g33585,g33585
g33586,g33586
g26570,g26570
g30594,g30594
g29377,g29377
g28972,g28972
g6515,g6515
g42473,g42473
g4190,g4190
g29655,g29655
g10306,g10306
g5013,g5013
g5014,g5014
g43274,g43274
g43275,g43275
g25949,g25949
g25950,g25950
g10732,g10732
g10733,g10733
g37985,g37985
g37986,g37986
g1223,g1223
g42050,g42050
g28870,g28870
g28871,g28871
g41540,g41540
g41541,g41541
g22342,g22342
g22343,g22343
g25301,g25301
g25302,g25302
g43456,g43456
g20225,g20225
g4764,g4764
g8184,g8184
g8185,g8185
g46116,g46116
g7153,g7153
g7154,g7154
g7155,g7155
g19046,g19046
g19047,g19047
g19048,g19048
g47938,g47938
g14037,g14037
g14374,g14374
g14375,g14375
g14376,g14376
g22463,g22463
g22464,g22464
g22465,g22465
g37039,g37039
g11688,g11688
g11072,g11072
g28623,g28623
g29985,g29985
g10624,g10624
g10625,g10625
g4998,g4998
g4999,g4999
g5000,g5000
g5001,g5001
g36010,g36010
g36011,g36011
g36012,g36012
g36013,g36013
g5011,g5011
g5012,g5012
g5004,g5004
g5021,g5021
g41164,g41164
g9662,g9662
g33590,g33590
g15304,g15304
g15305,g15305
g16823,g16823
g16824,g16824
g4488,g4488
g20875,g20875
g11794,g11794
g415,g415
g45476,g45476
g45477,g45477
g34233,g34233
g34234,g34234
g14387,g14387
g14388,g14388
g31028,g31028
g10854,g10854
g47900,g47900
g10085,g10085
g16083,g16083
g42449,g42449
g42450,g42450
g35069,g35069
g35070,g35070
g7282,g7282
g7283,g7283
g7284,g7284
g7286,g7286
g39415,g39415
g46858,g46858
g29686,g29686
g1295,g1295
g25879,g25879
g6138,g6138
g39428,g39428
g28097,g28097
g13784,g13784
g26378,g26378
g26379,g26379
g25316,g25316
g25317,g25317
g14261,g14261
g14262,g14262
g4596,g4596
g4597,g4597
g33154,g33154
g47401,g47401
g47402,g47402
g45163,g45163
g45164,g45164
g9367,g9367
g9368,g9368
g7850,g7850
g7851,g7851
g39640,g39640
g17354,g17354
g21983,g21983
g17360,g17360
g17365,g17365
g15911,g15911
g2701,g2701
g3317,g3317
g3318,g3318
g3319,g3319
g3369,g3369
g3630,g3630
g3902,g3902
g38126,g38126
g20182,g20182
g20183,g20183
g20184,g20184
g20185,g20185
g12576,g12576
g12577,g12577
g12583,g12583
g12586,g12586
g40342,g40342
g2443,g2443
g41415,g41415
g2427,g2427
g2433,g2433
g15811,g15811
g34771,g34771
g34772,g34772
g33666,g33666
g33667,g33667
g6942,g6942
g27110,g27110
g10000,g10000
g10001,g10001
g26158,g26158
g26159,g26159
g10009,g10009
g5745,g5745
g22906,g22906
g16628,g16628
g5743,g5743
g6243,g6243
g237,g237
g46961,g46961
g30002,g30002
g23379,g23379
g2667,g2667
g18971,g18971
g40401,g40401
g42894,g42894
g322,g322
g332,g332
g38080,g38080
g325,g325
g32645,g32645
g32646,g32646
g32647,g32647
g32648,g32648
g42387,g42387
g42388,g42388
g42389,g42389
g5121,g5121
g40540,g40540
g40541,g40541
g33847,g33847
g33848,g33848
g46193,g46193
g46194,g46194
g1773,g1773
g1774,g1774
g38269,g38269
g38270,g38270
g16362,g16362
g1766,g1766
g34694,g34694
g29075,g29075
g29076,g29076
g31691,g31691
g31692,g31692
g31694,g31694
g31695,g31695
g46533,g46533
g2973,g2973
g35390,g35390
g40423,g40423
g40424,g40424
g23937,g23937
g23938,g23938
g28506,g28506
g7532,g7532
g28517,g28517
g24631,g24631
g6694,g6694
g24646,g24646
g24654,g24654
g12655,g12655
g12656,g12656
g5645,g5645
g13761,g13761
g13772,g13772
g30634,g30634
g46859,g46859
g48135,g48135
g6285,g6285
g32135,g32135
g1164,g1164
g1165,g1165
g22325,g22325
g22326,g22326
g14325,g14325
g34184,g34184
g33355,g33355
g36825,g36825
g25701,g25701
g25692,g25692
g25697,g25697
g20103,g20103
g20104,g20104
g2289,g2289
g2290,g2290
g24919,g24919
g36357,g36357
g20417,g20417
g26853,g26853
g26850,g26850
g44288,g44288
g19368,g19368
g20114,g20114
g20121,g20121
g48064,g48064
g48065,g48065
g20357,g20357
g20358,g20358
g13085,g13085
g13086,g13086
g37131,g37131
g37132,g37132
g19522,g19522
g19523,g19523
g19524,g19524
g6960,g6960
g19207,g19207
g19214,g19214
g8800,g8800
g29649,g29649
g10066,g10066
g39929,g39929
g32226,g32226
g5065,g5065
g26875,g26875
g20620,g20620
g39551,g39551
g9407,g9407
g32706,g32706
g7772,g7772
g7788,g7788
g7780,g7780
g17000,g17000
g2683,g2683
g2645,g2645
g43728,g43728
g34145,g34145
g27077,g27077
g14046,g14046
g30692,g30692
g45269,g45269
g22574,g22574
g11684,g11684
g39836,g39836
g39837,g39837
g38493,g38493
g38494,g38494
g48066,g48066
g16646,g16646
g8990,g8990
g8994,g8994
g9002,g9002
g9009,g9009
g18569,g18569
g31219,g31219
g24133,g24133
g35563,g35563
g20670,g20670
g37614,g37614
g15232,g15232
g25386,g25386
g25387,g25387
g26999,g26999
g27000,g27000
g42289,g42289
g42290,g42290
g22260,g22260
g22261,g22261
g20372,g20372
g20373,g20373
g29550,g29550
g20354,g20354
g20382,g20382
g20383,g20383
g45184,g45184
g25868,g25868
g25869,g25869
g23443,g23443
g23444,g23444
g23449,g23449
g42990,g42990
g42991,g42991
g42992,g42992
g35980,g35980
g35981,g35981
g35982,g35982
g3618,g3618
g3619,g3619
g3627,g3627
g3628,g3628
g3640,g3640
g3641,g3641
g3631,g3631
g38949,g38949
g20877,g20877
g21135,g21135
g28483,g28483
g28484,g28484
g32848,g32848
g32849,g32849
g23864,g23864
g23865,g23865
g23866,g23866
g32411,g32411
g40232,g40232
g21858,g21858
g21867,g21867
g21868,g21868
g33615,g33615
g38804,g38804
g38805,g38805
g38453,g38453
g38454,g38454
g46288,g46288
g46289,g46289
g46290,g46290
g39482,g39482
g30492,g30492
g23671,g23671
g23683,g23683
g34068,g34068
g28868,g28868
g38994,g38994
g23905,g23905
g32950,g32950
g32938,g32938
g32948,g32948
g16532,g16532
g16529,g16529
g8506,g8506
g10507,g10507
g10508,g10508
g22642,g22642
g22643,g22643
g17747,g17747
g20274,g20274
g20275,g20275
g8267,g8267
g39230,g39230
g35374,g35374
g26709,g26709
g46494,g46494
g10140,g10140
g45595,g45595
g45596,g45596
g45597,g45597
g8888,g8888
g8889,g8889
g8890,g8890
g18161,g18161
g18162,g18162
g18163,g18163
g18168,g18168
g15424,g15424
g14880,g14880
g14379,g14379
g15779,g15779
g20059,g20059
g5977,g5977
g5978,g5978
g36505,g36505
g36506,g36506
g7938,g7938
g7939,g7939
g9640,g9640
g9641,g9641
g26105,g26105
g26106,g26106
g9969,g9969
g44776,g44776
g16450,g16450
g16929,g16929
g16932,g16932
g16953,g16953
g427,g427
g11811,g11811
g46595,g46595
g46596,g46596
g22728,g22728
g22729,g22729
g680,g680
g45106,g45106
g33771,g33771
g12685,g12685
g33766,g33766
g21290,g21290
g21291,g21291
g33038,g33038
g33039,g33039
g47681,g47681
g47682,g47682
g16828,g16828
g15310,g15310
g37801,g37801
g25670,g25670
g8516,g8516
g8513,g8513
g24225,g24225
g9411,g9411
g14323,g14323
g22393,g22393
g27097,g27097
g27098,g27098
g38704,g38704
g38705,g38705
g17301,g17301
g17302,g17302
g39124,g39124
g1048,g1048
g6518,g6518
g19469,g19469
g19476,g19476
g17371,g17371
g17372,g17372
g15597,g15597
g15598,g15598
g17363,g17363
g17364,g17364
g17404,g17404
g17405,g17405
g17384,g17384
g17385,g17385
g17394,g17394
g17395,g17395
g27162,g27162
g27163,g27163
g44064,g44064
g36564,g36564
g44838,g44838
g27920,g27920
g6816,g6816
g44975,g44975
g44976,g44976
g34504,g34504
g34505,g34505
g40976,g40976
g10040,g10040
g38491,g38491
g38492,g38492
g38929,g38929
g38930,g38930
g40910,g40910
g8670,g8670
g8671,g8671
g8672,g8672
g8980,g8980
g18109,g18109
g18114,g18114
g28157,g28157
g34099,g34099
g28446,g28446
g12256,g12256
g12272,g12272
g12273,g12273
g44269,g44269
g36083,g36083
g47326,g47326
g16916,g16916
g48170,g48170
g43446,g43446
g43447,g43447
g12129,g12129
g12130,g12130
g35417,g35417
g35418,g35418
g15296,g15296
g15297,g15297
g16971,g16971
g12638,g12638
g29713,g29713
g29714,g29714
g9446,g9446
g9447,g9447
g47077,g47077
g47078,g47078
g30704,g30704
g30705,g30705
g9231,g9231
g9232,g9232
g22410,g22410
g43174,g43174
g37005,g37005
g37006,g37006
g37007,g37007
g37008,g37008
g27432,g27432
g27433,g27433
g27434,g27434
g29963,g29963
g29964,g29964
g29965,g29965
g3826,g3826
g15752,g15752
g14777,g14777
g14778,g14778
g14779,g14779
g47002,g47002
g16648,g16648
g15116,g15116
g34501,g34501
g18596,g18596
g47205,g47205
g11482,g11482
g7563,g7563
g17642,g17642
g33005,g33005
g45473,g45473
g39355,g39355
g39356,g39356
g47480,g47480
g47481,g47481
g37325,g37325
g37326,g37326
g23187,g23187
g23188,g23188
g42435,g42435
g42436,g42436
g42437,g42437
g37501,g37501
g37502,g37502
g35450,g35450
g35451,g35451
g283,g283
g40431,g40431
g36584,g36584
g20721,g20721
g7677,g7677
g7678,g7678
g25973,g25973
g25974,g25974
g25979,g25979
g27726,g27726
g31566,g31566
g47352,g47352
g11459,g11459
g7553,g7553
g11466,g11466
g40042,g40042
g18732,g18732
g42001,g42001
g42002,g42002
g42003,g42003
g26330,g26330
g26331,g26331
g4422,g4422
g4423,g4423
g48164,g48164
g48165,g48165
g33298,g33298
g33299,g33299
g27171,g27171
g27172,g27172
g45765,g45765
g45766,g45766
g11305,g11305
g15836,g15836
g31713,g31713
g38901,g38901
g38902,g38902
g8541,g8541
g45731,g45731
g3479,g3479
g13838,g13838
g44077,g44077
g40720,g40720
g10796,g10796
g2444,g2444
g3288,g3288
g3028,g3028
g33917,g33917
g40654,g40654
g45704,g45704
g45705,g45705
g6182,g6182
g6183,g6183
g6189,g6189
g6193,g6193
g7072,g7072
g7073,g7073
g13229,g13229
g13230,g13230
g47674,g47674
g4137,g4137
g26877,g26877
g34920,g34920
g34952,g34952
g47536,g47536
g47537,g47537
g8052,g8052
g8053,g8053
g22714,g22714
g22715,g22715
g47952,g47952
g38588,g38588
g38589,g38589
g3032,g3032
g3033,g3033
g3043,g3043
g3025,g3025
g39628,g39628
g44484,g44484
g25789,g25789
g23406,g23406
g12770,g12770
g40190,g40190
g40191,g40191
g43335,g43335
g15113,g15113
g16644,g16644
g46098,g46098
g12865,g12865
g8829,g8829
g47196,g47196
g47197,g47197
g22520,g22520
g36263,g36263
g7221,g7221
g20966,g20966
g41697,g41697
g24161,g24161
g6976,g6976
g7964,g7964
g5694,g5694
g47684,g47684
g47685,g47685
g3981,g3981
g8707,g8707
g44537,g44537
g44538,g44538
g18746,g18746
g18361,g18361
g18362,g18362
g34653,g34653
g34654,g34654
g33692,g33692
g9563,g9563
g40671,g40671
g35782,g35782
g47985,g47985
g47986,g47986
g47987,g47987
g32984,g32984
g32985,g32985
g18983,g18983
g11462,g11462
g23658,g23658
g3467,g3467
g9159,g9159
g4600,g4600
g38190,g38190
g3322,g3322
g40013,g40013
g32095,g32095
g40638,g40638
g15506,g15506
g4242,g4242
g25466,g25466
g715,g715
g720,g720
g4060,g4060
g4057,g4057
g38049,g38049
g25579,g25579
g35786,g35786
g35790,g35790
g35794,g35794
g39813,g39813
g33930,g33930
g30895,g30895
g38400,g38400
g38401,g38401
g29416,g29416
g29417,g29417
g29418,g29418
g6012,g6012
g6013,g6013
g6014,g6014
g42148,g42148
g15627,g15627
g15628,g15628
g15629,g15629
g15630,g15630
g17429,g17429
g17430,g17430
g17431,g17431
g17432,g17432
g17442,g17442
g17443,g17443
g17444,g17444
g17448,g17448
g17449,g17449
g17455,g17455
g42177,g42177
g15819,g15819
g18697,g18697
g32317,g32317
g7377,g7377
g21990,g21990
g21991,g21991
g24205,g24205
g44711,g44711
g16618,g16618
g16619,g16619
g16620,g16620
g33146,g33146
g24080,g24080
g30551,g30551
g24042,g24042
g47036,g47036
g21745,g21745
g39553,g39553
g29597,g29597
g41615,g41615
g41616,g41616
g41617,g41617
g47766,g47766
g47767,g47767
g34741,g34741
g34742,g34742
g31000,g31000
g31001,g31001
g31012,g31012
g31013,g31013
g15682,g15682
g20578,g20578
g20579,g20579
g48192,g48192
g16189,g16189
g4721,g4721
g31819,g31819
g872,g872
g11995,g11995
g11996,g11996
g5721,g5721
g5722,g5722
g46236,g46236
g28225,g28225
g26416,g26416
g35926,g35926
g41550,g41550
g26480,g26480
g26481,g26481
g24401,g24401
g24402,g24402
g47630,g47630
g24035,g24035
g24036,g24036
g40379,g40379
g15531,g15531
g29044,g29044
g29679,g29679
g1520,g1520
g1521,g1521
g34327,g34327
g34328,g34328
g34315,g34315
g34316,g34316
g20593,g20593
g90,g90
g20590,g20590
g20588,g20588
g24135,g24135
g31228,g31228
g30479,g30479
g8836,g8836
g16064,g16064
g33674,g33674
g46618,g46618
g46619,g46619
g46620,g46620
g26394,g26394
g26395,g26395
g30716,g30716
g30717,g30717
g38941,g38941
g38942,g38942
g34376,g34376
g15070,g15070
g148,g148
g48174,g48174
g20410,g20410
g4943,g4943
g47595,g47595
g47596,g47596
g48181,g48181
g48182,g48182
g41553,g41553
g41554,g41554
g2318,g2318
g2319,g2319
g41109,g41109
g3824,g3824
g39041,g39041
g33421,g33421
g29214,g29214
g37414,g37414
g37415,g37415
g17287,g17287
g17288,g17288
g17281,g17281
g17282,g17282
g41950,g41950
g38012,g38012
g11616,g11616
g7495,g7495
g11620,g11620
g6263,g6263
g2606,g2606
g13213,g13213
g13214,g13214
g13215,g13215
g35096,g35096
g35097,g35097
g35098,g35098
g3934,g3934
g3935,g3935
g42154,g42154
g27241,g27241
g27242,g27242
g27243,g27243
g27244,g27244
g14141,g14141
g14142,g14142
g14143,g14143
g29458,g29458
g29459,g29459
g14147,g14147
g27776,g27776
g17500,g17500
g40204,g40204
g8473,g8473
g35875,g35875
g37995,g37995
g37996,g37996
g37997,g37997
g3756,g3756
g3757,g3757
g3758,g3758
g2805,g2805
g2806,g2806
g2807,g2807
g2814,g2814
g2815,g2815
g2816,g2816
g17978,g17978
g22768,g22768
g14238,g14238
g14239,g14239
g4407,g4407
g34232,g34232
g28372,g28372
g21797,g21797
g33458,g33458
g18513,g18513
g22764,g22764
g18532,g18532
g20173,g20173
g20174,g20174
g10972,g10972
g10973,g10973
g11000,g11000
g11001,g11001
g11020,g11020
g11021,g11021
g7044,g7044
g7045,g7045
g31895,g31895
g31896,g31896
g15443,g15443
g15444,g15444
g15448,g15448
g35927,g35927
g35928,g35928
g35929,g35929
g35931,g35931
g6356,g6356
g6357,g6357
g33345,g33345
g33346,g33346
g14215,g14215
g14216,g14216
g43745,g43745
g29632,g29632
g10330,g10330
g33716,g33716
