primary,oxydb_mic_2014,mds_ies_db_2015,genbank,genbank.1,number
OXYTRI_MIC_67387,ctg7180000067387,OXYTRI_MIC_67387,ARYC01000238,ARYC01000238.1,67387
OXYTRI_MIC_67388,ctg7180000067388,OXYTRI_MIC_67388,ARYC01000239,ARYC01000239.1,67388
OXYTRI_MIC_67389,ctg7180000067389,OXYTRI_MIC_67389,ARYC01000240,ARYC01000240.1,67389
OXYTRI_MIC_67390,ctg7180000067390,OXYTRI_MIC_67390,ARYC01000241,ARYC01000241.1,67390
OXYTRI_MIC_67391,ctg7180000067391,OXYTRI_MIC_67391,ARYC01000242,ARYC01000242.1,67391
OXYTRI_MIC_67392,ctg7180000067392,OXYTRI_MIC_67392,ARYC01000243,ARYC01000243.1,67392
OXYTRI_MIC_67393,ctg7180000067393,OXYTRI_MIC_67393,ARYC01000244,ARYC01000244.1,67393
OXYTRI_MIC_67394,ctg7180000067394,OXYTRI_MIC_67394,ARYC01000245,ARYC01000245.1,67394
OXYTRI_MIC_67397,ctg7180000067397,OXYTRI_MIC_67397,ARYC01000246,ARYC01000246.1,67397
OXYTRI_MIC_67398,ctg7180000067398,OXYTRI_MIC_67398,ARYC01000247,ARYC01000247.1,67398
OXYTRI_MIC_67399,ctg7180000067399,OXYTRI_MIC_67399,ARYC01000248,ARYC01000248.1,67399
OXYTRI_MIC_67400,ctg7180000067400,OXYTRI_MIC_67400,ARYC01000249,ARYC01000249.1,67400
OXYTRI_MIC_67401,ctg7180000067401,OXYTRI_MIC_67401,ARYC01000250,ARYC01000250.1,67401
OXYTRI_MIC_67402,ctg7180000067402,OXYTRI_MIC_67402,ARYC01000251,ARYC01000251.1,67402
OXYTRI_MIC_67403,ctg7180000067403,OXYTRI_MIC_67403,ARYC01000252,ARYC01000252.1,67403
OXYTRI_MIC_67405,ctg7180000067405,OXYTRI_MIC_67405,ARYC01000253,ARYC01000253.1,67405
OXYTRI_MIC_67406,ctg7180000067406,OXYTRI_MIC_67406,ARYC01000254,ARYC01000254.1,67406
OXYTRI_MIC_67407,ctg7180000067407,OXYTRI_MIC_67407,ARYC01000255,ARYC01000255.1,67407
OXYTRI_MIC_67408,ctg7180000067408,OXYTRI_MIC_67408,ARYC01000256,ARYC01000256.1,67408
OXYTRI_MIC_67409,ctg7180000067409,OXYTRI_MIC_67409,ARYC01000257,ARYC01000257.1,67409
OXYTRI_MIC_67410,ctg7180000067410,OXYTRI_MIC_67410,ARYC01000258,ARYC01000258.1,67410
OXYTRI_MIC_67411,ctg7180000067411,OXYTRI_MIC_67411,ARYC01000259,ARYC01000259.1,67411
OXYTRI_MIC_67412,ctg7180000067412,OXYTRI_MIC_67412,ARYC01000260,ARYC01000260.1,67412
OXYTRI_MIC_67413,ctg7180000067413,OXYTRI_MIC_67413,ARYC01000261,ARYC01000261.1,67413
OXYTRI_MIC_67414,ctg7180000067414,OXYTRI_MIC_67414,ARYC01000262,ARYC01000262.1,67414
OXYTRI_MIC_67415,ctg7180000067415,OXYTRI_MIC_67415,ARYC01000263,ARYC01000263.1,67415
OXYTRI_MIC_67416,ctg7180000067416,OXYTRI_MIC_67416,ARYC01000264,ARYC01000264.1,67416
OXYTRI_MIC_67417,ctg7180000067417,OXYTRI_MIC_67417,ARYC01000265,ARYC01000265.1,67417
OXYTRI_MIC_67418,ctg7180000067418,OXYTRI_MIC_67418,ARYC01000266,ARYC01000266.1,67418
OXYTRI_MIC_67419,ctg7180000067419,OXYTRI_MIC_67419,ARYC01000267,ARYC01000267.1,67419
OXYTRI_MIC_67420,ctg7180000067420,OXYTRI_MIC_67420,ARYC01000268,ARYC01000268.1,67420
OXYTRI_MIC_67421,ctg7180000067421,OXYTRI_MIC_67421,ARYC01000269,ARYC01000269.1,67421
OXYTRI_MIC_67422,ctg7180000067422,OXYTRI_MIC_67422,ARYC01000270,ARYC01000270.1,67422
OXYTRI_MIC_67423,ctg7180000067423,OXYTRI_MIC_67423,ARYC01000271,ARYC01000271.1,67423
OXYTRI_MIC_67424,ctg7180000067424,OXYTRI_MIC_67424,ARYC01000272,ARYC01000272.1,67424
OXYTRI_MIC_67425,ctg7180000067425,OXYTRI_MIC_67425,ARYC01000273,ARYC01000273.1,67425
OXYTRI_MIC_67426,ctg7180000067426,OXYTRI_MIC_67426,ARYC01000274,ARYC01000274.1,67426
OXYTRI_MIC_67427,ctg7180000067427,OXYTRI_MIC_67427,ARYC01000275,ARYC01000275.1,67427
OXYTRI_MIC_67428,ctg7180000067428,OXYTRI_MIC_67428,ARYC01000276,ARYC01000276.1,67428
OXYTRI_MIC_67429,ctg7180000067429,OXYTRI_MIC_67429,ARYC01000277,ARYC01000277.1,67429
OXYTRI_MIC_67430,ctg7180000067430,OXYTRI_MIC_67430,ARYC01000278,ARYC01000278.1,67430
OXYTRI_MIC_67431,ctg7180000067431,OXYTRI_MIC_67431,ARYC01000279,ARYC01000279.1,67431
OXYTRI_MIC_67432,ctg7180000067432,OXYTRI_MIC_67432,ARYC01000280,ARYC01000280.1,67432
OXYTRI_MIC_67433,ctg7180000067433,OXYTRI_MIC_67433,ARYC01000281,ARYC01000281.1,67433
OXYTRI_MIC_67434,ctg7180000067434,OXYTRI_MIC_67434,ARYC01000282,ARYC01000282.1,67434
OXYTRI_MIC_67435,ctg7180000067435,OXYTRI_MIC_67435,ARYC01000283,ARYC01000283.1,67435
OXYTRI_MIC_67436,ctg7180000067436,OXYTRI_MIC_67436,ARYC01000284,ARYC01000284.1,67436
OXYTRI_MIC_67437,ctg7180000067437,OXYTRI_MIC_67437,ARYC01000285,ARYC01000285.1,67437
OXYTRI_MIC_67438,ctg7180000067438,OXYTRI_MIC_67438,ARYC01000286,ARYC01000286.1,67438
OXYTRI_MIC_67439,ctg7180000067439,OXYTRI_MIC_67439,ARYC01000287,ARYC01000287.1,67439
OXYTRI_MIC_67440,ctg7180000067440,OXYTRI_MIC_67440,ARYC01000288,ARYC01000288.1,67440
OXYTRI_MIC_67441,ctg7180000067441,OXYTRI_MIC_67441,ARYC01000289,ARYC01000289.1,67441
OXYTRI_MIC_67442,ctg7180000067442,OXYTRI_MIC_67442,ARYC01000290,ARYC01000290.1,67442
OXYTRI_MIC_67444,ctg7180000067444,OXYTRI_MIC_67444,ARYC01000291,ARYC01000291.1,67444
OXYTRI_MIC_67445,ctg7180000067445,OXYTRI_MIC_67445,ARYC01000292,ARYC01000292.1,67445
OXYTRI_MIC_67446,ctg7180000067446,OXYTRI_MIC_67446,ARYC01000293,ARYC01000293.1,67446
OXYTRI_MIC_67447,ctg7180000067447,OXYTRI_MIC_67447,ARYC01000294,ARYC01000294.1,67447
OXYTRI_MIC_67448,ctg7180000067448,OXYTRI_MIC_67448,ARYC01000295,ARYC01000295.1,67448
OXYTRI_MIC_67449,ctg7180000067449,OXYTRI_MIC_67449,ARYC01000296,ARYC01000296.1,67449
OXYTRI_MIC_67450,ctg7180000067450,OXYTRI_MIC_67450,ARYC01000297,ARYC01000297.1,67450
OXYTRI_MIC_67451,ctg7180000067451,OXYTRI_MIC_67451,ARYC01000298,ARYC01000298.1,67451
OXYTRI_MIC_67452,ctg7180000067452,OXYTRI_MIC_67452,ARYC01000299,ARYC01000299.1,67452
OXYTRI_MIC_67453,ctg7180000067453,OXYTRI_MIC_67453,ARYC01000300,ARYC01000300.1,67453
OXYTRI_MIC_67454,ctg7180000067454,OXYTRI_MIC_67454,ARYC01000301,ARYC01000301.1,67454
OXYTRI_MIC_67455,ctg7180000067455,OXYTRI_MIC_67455,ARYC01000302,ARYC01000302.1,67455
OXYTRI_MIC_67456,ctg7180000067456,OXYTRI_MIC_67456,ARYC01000303,ARYC01000303.1,67456
OXYTRI_MIC_67457,ctg7180000067457,OXYTRI_MIC_67457,ARYC01000304,ARYC01000304.1,67457
OXYTRI_MIC_67458,ctg7180000067458,OXYTRI_MIC_67458,ARYC01000305,ARYC01000305.1,67458
OXYTRI_MIC_67459,ctg7180000067459,OXYTRI_MIC_67459,ARYC01000306,ARYC01000306.1,67459
OXYTRI_MIC_67460,ctg7180000067460,OXYTRI_MIC_67460,ARYC01000307,ARYC01000307.1,67460
OXYTRI_MIC_67461,ctg7180000067461,OXYTRI_MIC_67461,ARYC01000308,ARYC01000308.1,67461
OXYTRI_MIC_67462,ctg7180000067462,OXYTRI_MIC_67462,ARYC01000309,ARYC01000309.1,67462
OXYTRI_MIC_67463,ctg7180000067463,OXYTRI_MIC_67463,ARYC01000310,ARYC01000310.1,67463
OXYTRI_MIC_67464,ctg7180000067464,OXYTRI_MIC_67464,ARYC01000311,ARYC01000311.1,67464
OXYTRI_MIC_67465,ctg7180000067465,OXYTRI_MIC_67465,ARYC01000312,ARYC01000312.1,67465
OXYTRI_MIC_67466,ctg7180000067466,OXYTRI_MIC_67466,ARYC01000313,ARYC01000313.1,67466
OXYTRI_MIC_67467,ctg7180000067467,OXYTRI_MIC_67467,ARYC01000314,ARYC01000314.1,67467
OXYTRI_MIC_67468,ctg7180000067468,OXYTRI_MIC_67468,ARYC01000315,ARYC01000315.1,67468
OXYTRI_MIC_67469,ctg7180000067469,OXYTRI_MIC_67469,ARYC01000316,ARYC01000316.1,67469
OXYTRI_MIC_67470,ctg7180000067470,OXYTRI_MIC_67470,ARYC01000317,ARYC01000317.1,67470
OXYTRI_MIC_67471,ctg7180000067471,OXYTRI_MIC_67471,ARYC01000318,ARYC01000318.1,67471
OXYTRI_MIC_67472,ctg7180000067472,OXYTRI_MIC_67472,ARYC01000319,ARYC01000319.1,67472
OXYTRI_MIC_67473,ctg7180000067473,OXYTRI_MIC_67473,ARYC01000320,ARYC01000320.1,67473
OXYTRI_MIC_67474,ctg7180000067474,OXYTRI_MIC_67474,ARYC01000321,ARYC01000321.1,67474
OXYTRI_MIC_67475,ctg7180000067475,OXYTRI_MIC_67475,ARYC01000322,ARYC01000322.1,67475
OXYTRI_MIC_67476,ctg7180000067476,OXYTRI_MIC_67476,ARYC01000323,ARYC01000323.1,67476
OXYTRI_MIC_67477,ctg7180000067477,OXYTRI_MIC_67477,ARYC01000324,ARYC01000324.1,67477
OXYTRI_MIC_67478,ctg7180000067478,OXYTRI_MIC_67478,ARYC01000325,ARYC01000325.1,67478
OXYTRI_MIC_67479,ctg7180000067479,OXYTRI_MIC_67479,ARYC01000326,ARYC01000326.1,67479
OXYTRI_MIC_67480,ctg7180000067480,OXYTRI_MIC_67480,ARYC01000327,ARYC01000327.1,67480
OXYTRI_MIC_67481,ctg7180000067481,OXYTRI_MIC_67481,ARYC01000328,ARYC01000328.1,67481
OXYTRI_MIC_67482,ctg7180000067482,OXYTRI_MIC_67482,ARYC01000329,ARYC01000329.1,67482
OXYTRI_MIC_67483,ctg7180000067483,OXYTRI_MIC_67483,ARYC01000330,ARYC01000330.1,67483
OXYTRI_MIC_67485,ctg7180000067485,OXYTRI_MIC_67485,ARYC01000331,ARYC01000331.1,67485
OXYTRI_MIC_67486,ctg7180000067486,OXYTRI_MIC_67486,ARYC01000332,ARYC01000332.1,67486
OXYTRI_MIC_67487,ctg7180000067487,OXYTRI_MIC_67487,ARYC01000333,ARYC01000333.1,67487
OXYTRI_MIC_67488,ctg7180000067488,OXYTRI_MIC_67488,ARYC01000334,ARYC01000334.1,67488
OXYTRI_MIC_67490,ctg7180000067490,OXYTRI_MIC_67490,ARYC01000335,ARYC01000335.1,67490
OXYTRI_MIC_67491,ctg7180000067491,OXYTRI_MIC_67491,ARYC01000336,ARYC01000336.1,67491
OXYTRI_MIC_67492,ctg7180000067492,OXYTRI_MIC_67492,ARYC01000337,ARYC01000337.1,67492
OXYTRI_MIC_67493,ctg7180000067493,OXYTRI_MIC_67493,ARYC01000338,ARYC01000338.1,67493
OXYTRI_MIC_67494,ctg7180000067494,OXYTRI_MIC_67494,ARYC01000339,ARYC01000339.1,67494
OXYTRI_MIC_67495,ctg7180000067495,OXYTRI_MIC_67495,ARYC01000340,ARYC01000340.1,67495
OXYTRI_MIC_67496,ctg7180000067496,OXYTRI_MIC_67496,ARYC01000341,ARYC01000341.1,67496
OXYTRI_MIC_67497,ctg7180000067497,OXYTRI_MIC_67497,ARYC01000342,ARYC01000342.1,67497
OXYTRI_MIC_67498,ctg7180000067498,OXYTRI_MIC_67498,ARYC01000343,ARYC01000343.1,67498
OXYTRI_MIC_67499,ctg7180000067499,OXYTRI_MIC_67499,ARYC01000344,ARYC01000344.1,67499
OXYTRI_MIC_67500,ctg7180000067500,OXYTRI_MIC_67500,ARYC01000345,ARYC01000345.1,67500
OXYTRI_MIC_67501,ctg7180000067501,OXYTRI_MIC_67501,ARYC01000346,ARYC01000346.1,67501
OXYTRI_MIC_67502,ctg7180000067502,OXYTRI_MIC_67502,ARYC01000347,ARYC01000347.1,67502
OXYTRI_MIC_67503,ctg7180000067503,OXYTRI_MIC_67503,ARYC01000348,ARYC01000348.1,67503
OXYTRI_MIC_67504,ctg7180000067504,OXYTRI_MIC_67504,ARYC01000349,ARYC01000349.1,67504
OXYTRI_MIC_67505,ctg7180000067505,OXYTRI_MIC_67505,ARYC01000350,ARYC01000350.1,67505
OXYTRI_MIC_67506,ctg7180000067506,OXYTRI_MIC_67506,ARYC01000351,ARYC01000351.1,67506
OXYTRI_MIC_67508,ctg7180000067508,OXYTRI_MIC_67508,ARYC01000352,ARYC01000352.1,67508
OXYTRI_MIC_67509,ctg7180000067509,OXYTRI_MIC_67509,ARYC01000353,ARYC01000353.1,67509
OXYTRI_MIC_67510,ctg7180000067510,OXYTRI_MIC_67510,ARYC01000354,ARYC01000354.1,67510
OXYTRI_MIC_67511,ctg7180000067511,OXYTRI_MIC_67511,ARYC01000355,ARYC01000355.1,67511
OXYTRI_MIC_67512,ctg7180000067512,OXYTRI_MIC_67512,ARYC01000356,ARYC01000356.1,67512
OXYTRI_MIC_67513,ctg7180000067513,OXYTRI_MIC_67513,ARYC01000357,ARYC01000357.1,67513
OXYTRI_MIC_67514,ctg7180000067514,OXYTRI_MIC_67514,ARYC01000358,ARYC01000358.1,67514
OXYTRI_MIC_67515,ctg7180000067515,OXYTRI_MIC_67515,ARYC01000359,ARYC01000359.1,67515
OXYTRI_MIC_67516,ctg7180000067516,OXYTRI_MIC_67516,ARYC01000360,ARYC01000360.1,67516
OXYTRI_MIC_67517,ctg7180000067517,OXYTRI_MIC_67517,ARYC01000361,ARYC01000361.1,67517
OXYTRI_MIC_67518,ctg7180000067518,OXYTRI_MIC_67518,ARYC01000362,ARYC01000362.1,67518
OXYTRI_MIC_67519,ctg7180000067519,OXYTRI_MIC_67519,ARYC01000363,ARYC01000363.1,67519
OXYTRI_MIC_67521,ctg7180000067521,OXYTRI_MIC_67521,ARYC01000364,ARYC01000364.1,67521
OXYTRI_MIC_67522,ctg7180000067522,OXYTRI_MIC_67522,ARYC01000365,ARYC01000365.1,67522
OXYTRI_MIC_67523,ctg7180000067523,OXYTRI_MIC_67523,ARYC01000366,ARYC01000366.1,67523
OXYTRI_MIC_67524,ctg7180000067524,OXYTRI_MIC_67524,ARYC01000367,ARYC01000367.1,67524
OXYTRI_MIC_67525,ctg7180000067525,OXYTRI_MIC_67525,ARYC01000368,ARYC01000368.1,67525
OXYTRI_MIC_67526,ctg7180000067526,OXYTRI_MIC_67526,ARYC01000369,ARYC01000369.1,67526
OXYTRI_MIC_67527,ctg7180000067527,OXYTRI_MIC_67527,ARYC01000370,ARYC01000370.1,67527
OXYTRI_MIC_67528,ctg7180000067528,OXYTRI_MIC_67528,ARYC01000371,ARYC01000371.1,67528
OXYTRI_MIC_67529,ctg7180000067529,OXYTRI_MIC_67529,ARYC01000372,ARYC01000372.1,67529
OXYTRI_MIC_67530,ctg7180000067530,OXYTRI_MIC_67530,ARYC01000373,ARYC01000373.1,67530
OXYTRI_MIC_67531,ctg7180000067531,OXYTRI_MIC_67531,ARYC01000374,ARYC01000374.1,67531
OXYTRI_MIC_67532,ctg7180000067532,OXYTRI_MIC_67532,ARYC01000375,ARYC01000375.1,67532
OXYTRI_MIC_67533,ctg7180000067533,OXYTRI_MIC_67533,ARYC01000376,ARYC01000376.1,67533
OXYTRI_MIC_67534,ctg7180000067534,OXYTRI_MIC_67534,ARYC01000377,ARYC01000377.1,67534
OXYTRI_MIC_67535,ctg7180000067535,OXYTRI_MIC_67535,ARYC01000378,ARYC01000378.1,67535
OXYTRI_MIC_67536,ctg7180000067536,OXYTRI_MIC_67536,ARYC01000379,ARYC01000379.1,67536
OXYTRI_MIC_67537,ctg7180000067537,OXYTRI_MIC_67537,ARYC01000380,ARYC01000380.1,67537
OXYTRI_MIC_67538,ctg7180000067538,OXYTRI_MIC_67538,ARYC01000381,ARYC01000381.1,67538
OXYTRI_MIC_67539,ctg7180000067539,OXYTRI_MIC_67539,ARYC01000382,ARYC01000382.1,67539
OXYTRI_MIC_67540,ctg7180000067540,OXYTRI_MIC_67540,ARYC01000383,ARYC01000383.1,67540
OXYTRI_MIC_67542,ctg7180000067542,OXYTRI_MIC_67542,ARYC01000384,ARYC01000384.1,67542
OXYTRI_MIC_67544,ctg7180000067544,OXYTRI_MIC_67544,ARYC01000385,ARYC01000385.1,67544
OXYTRI_MIC_67545,ctg7180000067545,OXYTRI_MIC_67545,ARYC01000386,ARYC01000386.1,67545
OXYTRI_MIC_67546,ctg7180000067546,OXYTRI_MIC_67546,ARYC01000387,ARYC01000387.1,67546
OXYTRI_MIC_67547,ctg7180000067547,OXYTRI_MIC_67547,ARYC01000388,ARYC01000388.1,67547
OXYTRI_MIC_67548,ctg7180000067548,OXYTRI_MIC_67548,ARYC01000389,ARYC01000389.1,67548
OXYTRI_MIC_67549,ctg7180000067549,OXYTRI_MIC_67549,ARYC01000390,ARYC01000390.1,67549
OXYTRI_MIC_67550,ctg7180000067550,OXYTRI_MIC_67550,ARYC01000391,ARYC01000391.1,67550
OXYTRI_MIC_67551,ctg7180000067551,OXYTRI_MIC_67551,ARYC01000392,ARYC01000392.1,67551
OXYTRI_MIC_67552,ctg7180000067552,OXYTRI_MIC_67552,ARYC01000393,ARYC01000393.1,67552
OXYTRI_MIC_67553,ctg7180000067553,OXYTRI_MIC_67553,ARYC01000394,ARYC01000394.1,67553
OXYTRI_MIC_67554,ctg7180000067554,OXYTRI_MIC_67554,ARYC01000395,ARYC01000395.1,67554
OXYTRI_MIC_67555,ctg7180000067555,OXYTRI_MIC_67555,ARYC01000396,ARYC01000396.1,67555
OXYTRI_MIC_67556,ctg7180000067556,OXYTRI_MIC_67556,ARYC01000397,ARYC01000397.1,67556
OXYTRI_MIC_67557,ctg7180000067557,OXYTRI_MIC_67557,ARYC01000398,ARYC01000398.1,67557
OXYTRI_MIC_67558,ctg7180000067558,OXYTRI_MIC_67558,ARYC01000399,ARYC01000399.1,67558
OXYTRI_MIC_67559,ctg7180000067559,OXYTRI_MIC_67559,ARYC01000400,ARYC01000400.1,67559
OXYTRI_MIC_67560,ctg7180000067560,OXYTRI_MIC_67560,ARYC01000401,ARYC01000401.1,67560
OXYTRI_MIC_67561,ctg7180000067561,OXYTRI_MIC_67561,ARYC01000402,ARYC01000402.1,67561
OXYTRI_MIC_67562,ctg7180000067562,OXYTRI_MIC_67562,ARYC01000403,ARYC01000403.1,67562
OXYTRI_MIC_67563,ctg7180000067563,OXYTRI_MIC_67563,ARYC01000404,ARYC01000404.1,67563
OXYTRI_MIC_67564,ctg7180000067564,OXYTRI_MIC_67564,ARYC01000405,ARYC01000405.1,67564
OXYTRI_MIC_67565,ctg7180000067565,OXYTRI_MIC_67565,ARYC01000406,ARYC01000406.1,67565
OXYTRI_MIC_67566,ctg7180000067566,OXYTRI_MIC_67566,ARYC01000407,ARYC01000407.1,67566
OXYTRI_MIC_67567,ctg7180000067567,OXYTRI_MIC_67567,ARYC01000408,ARYC01000408.1,67567
OXYTRI_MIC_67568,ctg7180000067568,OXYTRI_MIC_67568,ARYC01000409,ARYC01000409.1,67568
OXYTRI_MIC_67569,ctg7180000067569,OXYTRI_MIC_67569,ARYC01000410,ARYC01000410.1,67569
OXYTRI_MIC_67570,ctg7180000067570,OXYTRI_MIC_67570,ARYC01000411,ARYC01000411.1,67570
OXYTRI_MIC_67571,ctg7180000067571,OXYTRI_MIC_67571,ARYC01000412,ARYC01000412.1,67571
OXYTRI_MIC_67572,ctg7180000067572,OXYTRI_MIC_67572,ARYC01000413,ARYC01000413.1,67572
OXYTRI_MIC_67574,ctg7180000067574,OXYTRI_MIC_67574,ARYC01000414,ARYC01000414.1,67574
OXYTRI_MIC_67575,ctg7180000067575,OXYTRI_MIC_67575,ARYC01000415,ARYC01000415.1,67575
OXYTRI_MIC_67576,ctg7180000067576,OXYTRI_MIC_67576,ARYC01000416,ARYC01000416.1,67576
OXYTRI_MIC_67577,ctg7180000067577,OXYTRI_MIC_67577,ARYC01000417,ARYC01000417.1,67577
OXYTRI_MIC_67578,ctg7180000067578,OXYTRI_MIC_67578,ARYC01000418,ARYC01000418.1,67578
OXYTRI_MIC_67579,ctg7180000067579,OXYTRI_MIC_67579,ARYC01000419,ARYC01000419.1,67579
OXYTRI_MIC_67580,ctg7180000067580,OXYTRI_MIC_67580,ARYC01000420,ARYC01000420.1,67580
OXYTRI_MIC_67581,ctg7180000067581,OXYTRI_MIC_67581,ARYC01000421,ARYC01000421.1,67581
OXYTRI_MIC_67583,ctg7180000067583,OXYTRI_MIC_67583,ARYC01000422,ARYC01000422.1,67583
OXYTRI_MIC_67584,ctg7180000067584,OXYTRI_MIC_67584,ARYC01000423,ARYC01000423.1,67584
OXYTRI_MIC_67586,ctg7180000067586,OXYTRI_MIC_67586,ARYC01000424,ARYC01000424.1,67586
OXYTRI_MIC_67587,ctg7180000067587,OXYTRI_MIC_67587,ARYC01000425,ARYC01000425.1,67587
OXYTRI_MIC_67588,ctg7180000067588,OXYTRI_MIC_67588,ARYC01000426,ARYC01000426.1,67588
OXYTRI_MIC_67589,ctg7180000067589,OXYTRI_MIC_67589,ARYC01000427,ARYC01000427.1,67589
OXYTRI_MIC_67591,ctg7180000067591,OXYTRI_MIC_67591,ARYC01000428,ARYC01000428.1,67591
OXYTRI_MIC_67593,ctg7180000067593,OXYTRI_MIC_67593,ARYC01000429,ARYC01000429.1,67593
OXYTRI_MIC_67594,ctg7180000067594,OXYTRI_MIC_67594,ARYC01000430,ARYC01000430.1,67594
OXYTRI_MIC_67595,ctg7180000067595,OXYTRI_MIC_67595,ARYC01000431,ARYC01000431.1,67595
OXYTRI_MIC_67596,ctg7180000067596,OXYTRI_MIC_67596,ARYC01000432,ARYC01000432.1,67596
OXYTRI_MIC_67597,ctg7180000067597,OXYTRI_MIC_67597,ARYC01000433,ARYC01000433.1,67597
OXYTRI_MIC_67598,ctg7180000067598,OXYTRI_MIC_67598,ARYC01000434,ARYC01000434.1,67598
OXYTRI_MIC_67599,ctg7180000067599,OXYTRI_MIC_67599,ARYC01000435,ARYC01000435.1,67599
OXYTRI_MIC_67600,ctg7180000067600,OXYTRI_MIC_67600,ARYC01000436,ARYC01000436.1,67600
OXYTRI_MIC_67601,ctg7180000067601,OXYTRI_MIC_67601,ARYC01000437,ARYC01000437.1,67601
OXYTRI_MIC_67602,ctg7180000067602,OXYTRI_MIC_67602,ARYC01000438,ARYC01000438.1,67602
OXYTRI_MIC_67603,ctg7180000067603,OXYTRI_MIC_67603,ARYC01000439,ARYC01000439.1,67603
OXYTRI_MIC_67604,ctg7180000067604,OXYTRI_MIC_67604,ARYC01000440,ARYC01000440.1,67604
OXYTRI_MIC_67606,ctg7180000067606,OXYTRI_MIC_67606,ARYC01000441,ARYC01000441.1,67606
OXYTRI_MIC_67607,ctg7180000067607,OXYTRI_MIC_67607,ARYC01000442,ARYC01000442.1,67607
OXYTRI_MIC_67608,ctg7180000067608,OXYTRI_MIC_67608,ARYC01000443,ARYC01000443.1,67608
OXYTRI_MIC_67609,ctg7180000067609,OXYTRI_MIC_67609,ARYC01000444,ARYC01000444.1,67609
OXYTRI_MIC_67610,ctg7180000067610,OXYTRI_MIC_67610,ARYC01000445,ARYC01000445.1,67610
OXYTRI_MIC_67611,ctg7180000067611,OXYTRI_MIC_67611,ARYC01000446,ARYC01000446.1,67611
OXYTRI_MIC_67612,ctg7180000067612,OXYTRI_MIC_67612,ARYC01000447,ARYC01000447.1,67612
OXYTRI_MIC_67613,ctg7180000067613,OXYTRI_MIC_67613,ARYC01000448,ARYC01000448.1,67613
OXYTRI_MIC_67615,ctg7180000067615,OXYTRI_MIC_67615,ARYC01000449,ARYC01000449.1,67615
OXYTRI_MIC_67616,ctg7180000067616,OXYTRI_MIC_67616,ARYC01000450,ARYC01000450.1,67616
OXYTRI_MIC_67617,ctg7180000067617,OXYTRI_MIC_67617,ARYC01000451,ARYC01000451.1,67617
OXYTRI_MIC_67618,ctg7180000067618,OXYTRI_MIC_67618,ARYC01000452,ARYC01000452.1,67618
OXYTRI_MIC_67619,ctg7180000067619,OXYTRI_MIC_67619,ARYC01000453,ARYC01000453.1,67619
OXYTRI_MIC_67621,ctg7180000067621,OXYTRI_MIC_67621,ARYC01000454,ARYC01000454.1,67621
OXYTRI_MIC_67623,ctg7180000067623,OXYTRI_MIC_67623,ARYC01000455,ARYC01000455.1,67623
OXYTRI_MIC_67625,ctg7180000067625,OXYTRI_MIC_67625,ARYC01000456,ARYC01000456.1,67625
OXYTRI_MIC_67627,ctg7180000067627,OXYTRI_MIC_67627,ARYC01000457,ARYC01000457.1,67627
OXYTRI_MIC_67628,ctg7180000067628,OXYTRI_MIC_67628,ARYC01000458,ARYC01000458.1,67628
OXYTRI_MIC_67629,ctg7180000067629,OXYTRI_MIC_67629,ARYC01000459,ARYC01000459.1,67629
OXYTRI_MIC_67631,ctg7180000067631,OXYTRI_MIC_67631,ARYC01000460,ARYC01000460.1,67631
OXYTRI_MIC_67633,ctg7180000067633,OXYTRI_MIC_67633,ARYC01000461,ARYC01000461.1,67633
OXYTRI_MIC_67634,ctg7180000067634,OXYTRI_MIC_67634,ARYC01000462,ARYC01000462.1,67634
OXYTRI_MIC_67635,ctg7180000067635,OXYTRI_MIC_67635,ARYC01000463,ARYC01000463.1,67635
OXYTRI_MIC_67637,ctg7180000067637,OXYTRI_MIC_67637,ARYC01000464,ARYC01000464.1,67637
OXYTRI_MIC_67638,ctg7180000067638,OXYTRI_MIC_67638,ARYC01000465,ARYC01000465.1,67638
OXYTRI_MIC_67639,ctg7180000067639,OXYTRI_MIC_67639,ARYC01000466,ARYC01000466.1,67639
OXYTRI_MIC_67640,ctg7180000067640,OXYTRI_MIC_67640,ARYC01000467,ARYC01000467.1,67640
OXYTRI_MIC_67641,ctg7180000067641,OXYTRI_MIC_67641,ARYC01000468,ARYC01000468.1,67641
OXYTRI_MIC_67642,ctg7180000067642,OXYTRI_MIC_67642,ARYC01000469,ARYC01000469.1,67642
OXYTRI_MIC_67643,ctg7180000067643,OXYTRI_MIC_67643,ARYC01000470,ARYC01000470.1,67643
OXYTRI_MIC_67644,ctg7180000067644,OXYTRI_MIC_67644,ARYC01000471,ARYC01000471.1,67644
OXYTRI_MIC_67645,ctg7180000067645,OXYTRI_MIC_67645,ARYC01000472,ARYC01000472.1,67645
OXYTRI_MIC_67646,ctg7180000067646,OXYTRI_MIC_67646,ARYC01000473,ARYC01000473.1,67646
OXYTRI_MIC_67647,ctg7180000067647,OXYTRI_MIC_67647,ARYC01000474,ARYC01000474.1,67647
OXYTRI_MIC_67648,ctg7180000067648,OXYTRI_MIC_67648,ARYC01000475,ARYC01000475.1,67648
OXYTRI_MIC_67649,ctg7180000067649,OXYTRI_MIC_67649,ARYC01000476,ARYC01000476.1,67649
OXYTRI_MIC_67650,ctg7180000067650,OXYTRI_MIC_67650,ARYC01000477,ARYC01000477.1,67650
